respondent_id,source_observation_id,human_id,TimePT,TimePT_non_wait,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,TimePT_non_wait_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,TimeCar_scaled,CostCarCHF_scaled,distance_km_scaled,CAR_AVAILABLE,pt_proxy,car_proxy,slow_proxy,complexity_score,complexity_rank,scenario_id
H1579,1891,70130662,139,104,35,16.6,38,7.08,55.0,0.695,0.52,0.5833333333333334,1.66,0.19,0.708,11.0,1,2.7633333333333336,0.8979999999999999,11.0,0.34899953466728706,0.18677859391395593,S1579
H1580,1892,70130662,155,92,63,25.6,38,7.08,55.0,0.775,0.46,1.05,2.56,0.19,0.708,11.0,1,4.07,0.8979999999999999,11.0,0.2396931927133269,0.08761804826862539,S1580
H1581,1893,70130666,11,11,0,3.0,1,0.17,1.0,0.055,0.055,0.0,0.3,0.005,0.017,0.2,0,0.355,1000000.0,0.2,0.8658008658008658,0.8567681007345226,S1581
H1582,1894,70130666,28,23,5,4.8,9,0.97,6.5,0.14,0.115,0.0833333333333333,0.48,0.045,0.097,1.3,0,0.6783333333333332,1000000.0,1.3,0.6166495375128468,0.5199370409233998,S1582
H1583,1895,70130723,59,51,8,3.9,14,1.81,9.9,0.295,0.255,0.1333333333333333,0.39,0.07,0.181,1.98,1,0.7783333333333333,0.251,1.98,0.6547359231776516,0.5613850996852047,S1583
H1584,1896,70130765,194,178,16,0.0,113,21.22,159.0,0.97,0.89,0.2666666666666666,0.0,0.565,2.122,31.8,1,1.1566666666666667,2.687,31.8,0.39520484784613363,0.2429171038824764,S1584
H1585,1897,70130766,284,254,30,0.0,180,33.0,244.0,1.42,1.27,0.5,0.0,0.9,3.3,48.8,1,1.77,4.2,48.8,0.29154518950437314,0.12696747114375656,S1585
H1586,1898,70130777,25,25,0,2.2,2,0.32,1.6,0.125,0.125,0.0,0.22,0.01,0.032,0.32,1,0.345,0.042,0.32,0.9756097560975611,0.9790136411332634,S1586
H1587,1899,70130777,85,78,7,4.8,24,3.53,24.0,0.425,0.39,0.1166666666666666,0.48,0.12,0.353,4.8,1,0.9866666666666666,0.473,4.8,0.6606474344857961,0.5718782791185729,S1587
H1588,1900,70130778,20,20,0,2.2,6,0.69,2.6,0.1,0.1,0.0,0.22,0.03,0.0689999999999999,0.52,1,0.32,0.0989999999999999,0.52,0.8333333333333334,0.811909758656873,S1588
H1589,1901,70130778,20,20,0,2.2,6,0.69,2.6,0.1,0.1,0.0,0.22,0.03,0.0689999999999999,0.52,1,0.32,0.0989999999999999,0.52,0.8333333333333334,0.811909758656873,S1589
H1590,1902,70130778,53,53,0,4.8,14,2.49,19.0,0.265,0.265,0.0,0.48,0.07,0.249,3.8,1,0.745,0.319,3.8,0.7012622720897616,0.6280167890870934,S1590
H1591,1903,70130787,12,12,0,2.2,1,0.17,0.9,0.06,0.06,0.0,0.22,0.005,0.017,0.18,1,0.28,0.022000000000000002,0.18,0.9090909090909091,0.9018887722980063,S1591
H1592,1904,70130792,30,30,0,3.0,2,0.34,1.6,0.15,0.15,0.0,0.3,0.01,0.034,0.32,1,0.44999999999999996,0.044000000000000004,0.32,0.8849557522123894,0.8751311647429171,S1592
H1593,1905,70130805,32,32,0,2.4,13,1.32,8.0,0.16,0.16,0.0,0.24,0.065,0.132,1.6,1,0.4,0.197,1.6,0.8312551953449708,0.8066631689401889,S1593
H1594,1906,70130807,16,16,0,2.2,3,0.42,1.6,0.08,0.08,0.0,0.22,0.015,0.0419999999999999,0.32,1,0.3,0.0569999999999999,0.32,0.9803921568627451,0.9834732423924449,S1594
H1595,1907,70130807,12,12,0,2.2,2,0.49,1.2,0.06,0.06,0.0,0.22,0.01,0.049,0.24,1,0.28,0.059000000000000004,0.24,0.9615384615384615,0.9622245540398741,S1595
H1596,1908,70130807,20,20,0,2.2,2,0.49,1.2,0.1,0.1,0.0,0.22,0.01,0.049,0.24,1,0.32,0.059000000000000004,0.24,0.9259259259259258,0.920514165792235,S1596
H1597,1909,70130808,186,178,8,35.6,78,13.51,100.7,0.93,0.89,0.1333333333333333,3.56,0.39,1.351,20.14,1,4.583333333333334,1.741,20.14,0.2602585234666435,0.09811122770199371,S1597
H1598,1910,70130813,32,32,0,3.4,8,0.89,4.8,0.16,0.16,0.0,0.3399999999999999,0.04,0.089,0.96,1,0.4999999999999999,0.129,0.96,0.7293946024799417,0.669202518363064,S1598
H1599,1911,70130835,71,71,0,4.8,19,2.55,17.7,0.355,0.355,0.0,0.48,0.095,0.255,3.54,1,0.835,0.35,3.54,0.6734006734006734,0.5855194123819517,S1599
H1600,1912,70130867,25,25,0,0.0,2,0.36,1.6,0.125,0.125,0.0,0.0,0.01,0.036,0.32,1,0.125,0.046,0.32,0.9267840593141798,0.9218258132214061,S1600
H1601,1913,70130867,124,99,25,0.0,62,12.44,92.0,0.62,0.495,0.4166666666666667,0.0,0.31,1.244,18.4,1,0.9116666666666666,1.554,18.4,0.6088897909478385,0.506295907660021,S1601
H1602,1914,70130868,68,68,0,18.0,35,3.85,27.0,0.34,0.34,0.0,1.8,0.175,0.385,5.4,0,2.14,1000000.0,5.4,0.2347417840375587,0.08604407135362015,S1602
H1603,1916,70130905,96,81,15,11.8,22,3.7,23.0,0.48,0.405,0.25,1.1800000000000002,0.11,0.37,4.6,1,1.8350000000000002,0.48,4.6,0.424628450106157,0.2743966421825813,S1603
H1604,1917,70130905,90,83,7,11.8,22,3.7,23.0,0.45,0.415,0.1166666666666666,1.1800000000000002,0.11,0.37,4.6,1,1.711666666666667,0.48,4.6,0.44809559372666163,0.30325288562434416,S1604
H1605,1918,70130947,70,70,0,7.1,21,2.81,19.1,0.35,0.35,0.0,0.71,0.105,0.281,3.82,1,1.06,0.386,3.82,0.5973715651135006,0.4895068205666317,S1605
H1606,1919,70130947,74,63,11,6.7,23,3.34,24.0,0.37,0.315,0.1833333333333333,0.67,0.115,0.3339999999999999,4.8,1,1.1683333333333334,0.4489999999999999,4.8,0.5816207832493213,0.472193074501574,S1606
H1607,1920,70130948,148,148,0,28.2,50,7.18,50.7,0.74,0.74,0.0,2.82,0.25,0.718,10.14,1,3.5599999999999996,0.968,10.14,0.2783964365256125,0.11752360965372508,S1607
H1608,1921,70130951,39,39,0,7.0,14,1.58,10.0,0.195,0.195,0.0,0.7,0.07,0.158,2.0,1,0.895,0.228,2.0,0.5998800239952009,0.4926547743966422,S1608
H1609,1922,70130952,83,73,10,25.8,38,4.16,29.0,0.415,0.365,0.1666666666666666,2.58,0.19,0.416,5.8,1,3.111666666666667,0.606,5.8,0.2852524484168489,0.12434417628541448,S1609
H1610,1923,70130969,27,27,0,4.8,12,1.25,7.5,0.135,0.135,0.0,0.48,0.06,0.125,1.5,1,0.615,0.185,1.5,0.6993006993006994,0.6240818467995802,S1610
H1611,1924,70130969,30,30,0,8.6,12,1.25,7.5,0.15,0.15,0.0,0.86,0.06,0.125,1.5,1,1.01,0.185,1.5,0.6711409395973155,0.5839454354669464,S1611
H1612,1925,70130969,170,151,19,44.0,81,16.57,125.0,0.85,0.755,0.3166666666666666,4.4,0.405,1.657,25.0,1,5.471666666666667,2.0620000000000003,25.0,0.22677451054501474,0.07922350472193075,S1612
H1613,1928,70130998,251,238,13,0.0,166,34.43,262.0,1.255,1.19,0.2166666666666666,0.0,0.83,3.443,52.4,1,1.4066666666666665,4.273,52.4,0.25864298646435036,0.09706190975865688,S1613
H1614,1929,70131013,451,107,344,16.9,57,12.09,92.0,2.255,0.535,5.733333333333333,1.69,0.285,1.209,18.4,1,7.958333333333334,1.494,18.4,0.13397043719019336,0.023084994753410283,S1614
H1615,1930,70131063,27,27,0,0.0,11,1.13,7.5,0.135,0.135,0.0,0.0,0.055,0.1129999999999999,1.5,1,0.135,0.1679999999999999,1.5,0.9680542110358181,0.9687827911857293,S1615
H1616,1931,70131064,48,48,0,0.0,22,2.24,14.0,0.24,0.24,0.0,0.0,0.11,0.224,2.8,1,0.24,0.334,2.8,0.9140767824497257,0.9081846799580273,S1616
H1617,1932,70140005,156,141,15,0.0,72,14.99,114.0,0.78,0.705,0.25,0.0,0.36,1.499,22.8,1,0.955,1.859,22.8,0.5252100840336135,0.39664218258132217,S1617
H1618,1933,70140006,36,36,0,9.0,14,1.96,14.0,0.18,0.18,0.0,0.9,0.07,0.196,2.8,1,1.08,0.266,2.8,0.5512679162072767,0.43651626442812175,S1618
H1619,1934,70140010,43,43,0,0.0,16,1.96,14.0,0.215,0.215,0.0,0.0,0.08,0.196,2.8,1,0.215,0.276,2.8,0.942507068803016,0.9401888772298006,S1619
H1620,1935,70140027,76,60,16,8.8,23,3.97,31.0,0.38,0.3,0.2666666666666666,0.8800000000000001,0.115,0.397,6.2,1,1.4466666666666668,0.512,6.2,0.5168849069607168,0.3887722980062959,S1620
H1621,1936,70140027,67,56,11,9.4,22,2.38,17.0,0.335,0.28,0.1833333333333333,0.94,0.11,0.238,3.4,1,1.4033333333333333,0.348,3.4,0.48653908530651957,0.3551941238195173,S1621
H1622,1937,70140059,96,95,1,9.6,32,4.34,30.0,0.48,0.475,0.0166666666666666,0.96,0.16,0.434,6.0,1,1.4516666666666667,0.594,6.0,0.5383097075183922,0.41657922350472193,S1622
H1623,1938,70140060,50,50,0,4.8,18,1.89,13.0,0.25,0.25,0.0,0.48,0.09,0.189,2.6,1,0.73,0.279,2.6,0.6891798759476223,0.6059811122770199,S1623
H1624,1939,70140078,65,62,3,0.0,30,3.21,22.0,0.325,0.31,0.05,0.0,0.15,0.321,4.4,1,0.36,0.471,4.4,0.9000900090009001,0.8921825813221406,S1624
H1625,1940,70140103,26,26,0,3.0,6,0.86,5.3,0.13,0.13,0.0,0.3,0.03,0.086,1.06,1,0.43,0.11599999999999999,1.06,0.76103500761035,0.7137985309548793,S1625
H1626,1941,70140103,115,109,6,12.1,29,4.06,27.0,0.575,0.545,0.1,1.21,0.145,0.4059999999999999,5.4,1,1.855,0.5509999999999999,5.4,0.43402777777777773,0.2851521511017838,S1626
H1627,1942,70140136,64,64,0,10.8,28,3.91,28.0,0.32,0.32,0.0,1.08,0.14,0.391,5.6,1,1.4000000000000001,0.531,5.6,0.5350454788657035,0.41054564533053517,S1627
H1628,1943,70140141,365,319,46,53.0,171,41.08,312.0,1.825,1.595,0.7666666666666667,5.3,0.855,4.108,62.4,1,7.661666666666667,4.962999999999999,62.4,0.270367700072098,0.10860440713536201,S1628
H1629,1944,70140142,81,81,0,10.8,31,4.2,29.0,0.405,0.405,0.0,1.08,0.155,0.42,5.8,1,1.485,0.575,5.8,0.5235602094240838,0.39611752360965374,S1629
H1630,1945,70140190,36,33,3,6.4,10,1.07,7.5,0.18,0.165,0.05,0.64,0.05,0.107,1.5,1,0.855,0.157,1.5,0.60790273556231,0.5052465897166841,S1630
H1631,1947,70140229,400,339,61,92.0,159,25.69,190.0,2.0,1.695,1.0166666666666666,9.2,0.795,2.569,38.0,1,11.911666666666665,3.364,38.0,0.10473763223126072,0.015215110178384051,S1631
H1632,1948,70140237,71,71,0,13.4,32,4.34,30.0,0.355,0.355,0.0,1.34,0.16,0.434,6.0,1,1.695,0.594,6.0,0.47596382674916704,0.3410283315844701,S1632
H1633,1949,70140247,44,38,6,10.8,18,2.34,15.0,0.22,0.19,0.1,1.08,0.09,0.2339999999999999,3.0,1,1.37,0.3239999999999999,3.0,0.48875855327468226,0.358604407135362,S1633
H1634,1950,70140248,44,38,6,10.8,18,2.34,15.0,0.22,0.19,0.1,1.08,0.09,0.2339999999999999,3.0,1,1.37,0.3239999999999999,3.0,0.48875855327468226,0.358604407135362,S1634
H1635,1951,70140251,19,19,0,2.2,11,1.16,7.5,0.095,0.095,0.0,0.22,0.055,0.1159999999999999,1.5,1,0.315,0.1709999999999999,1.5,0.8741258741258741,0.862277019937041,S1635
H1636,1952,70140251,47,31,16,2.8,14,1.5,9.0,0.235,0.155,0.2666666666666666,0.2799999999999999,0.07,0.15,1.8,1,0.7016666666666665,0.22,1.8,0.6749156355455569,0.5891920251836307,S1636
H1637,1953,70140251,82,66,16,6.6,21,3.32,22.0,0.41,0.33,0.2666666666666666,0.6599999999999999,0.105,0.3319999999999999,4.4,1,1.2566666666666666,0.4369999999999999,4.4,0.549551199853453,0.43389296956977963,S1637
H1638,1954,70140281,180,149,31,26.5,102,19.53,145.0,0.9,0.745,0.5166666666666667,2.65,0.51,1.953,29.0,1,3.9116666666666666,2.463,29.0,0.40838551592703515,0.2570828961175236,S1638
H1639,1955,70140294,41,35,6,8.0,22,2.52,16.0,0.205,0.175,0.1,0.8,0.11,0.252,3.2,1,1.0750000000000002,0.362,3.2,0.5837711617046117,0.4753410283315845,S1639
H1640,1956,70140295,65,63,2,19.6,38,4.99,36.0,0.325,0.315,0.0333333333333333,1.96,0.19,0.499,7.2,1,2.308333333333333,0.6890000000000001,7.2,0.38177653346907614,0.22717733473242394,S1640
H1641,1957,70140295,81,81,0,19.6,38,4.99,36.0,0.405,0.405,0.0,1.96,0.19,0.499,7.2,1,2.365,0.6890000000000001,7.2,0.37369207772795215,0.21563483735571878,S1641
H1642,1958,70140357,364,288,76,66.9,255,52.1,396.0,1.82,1.44,1.2666666666666666,6.69,1.275,5.21,79.2,1,9.396666666666667,6.484999999999999,79.2,0.25564550489987214,0.09496327387198321,S1642
H1643,1961,70640218,62,62,0,2.4,24,2.52,12.0,0.31,0.31,0.0,0.24,0.12,0.252,2.4,0,0.55,1000000.0,2.4,0.3508771929824562,0.19097586568730326,S1643
H1644,1962,70740007,107,80,27,27.6,124,14.44,108.0,0.535,0.4,0.45,2.76,0.62,1.444,21.6,1,3.61,2.064,21.6,0.3927729772191674,0.23871983210912906,S1644
H1645,1963,70740029,42,42,0,3.4,13,1.5,9.0,0.21,0.21,0.0,0.3399999999999999,0.065,0.15,1.8,1,0.5499999999999999,0.215,1.8,0.7490636704119851,0.6977964323189927,S1645
H1646,1964,70740047,254,244,10,41.8,187,35.51,261.0,1.27,1.22,0.1666666666666666,4.18,0.935,3.5509999999999997,52.2,1,5.566666666666666,4.486,52.2,0.4806151874399231,0.34575026232948586,S1646
H1647,1965,70740079,30,30,0,6.2,16,1.72,9.5,0.15,0.15,0.0,0.62,0.08,0.172,1.9,1,0.77,0.252,1.9,0.6587615283267457,0.5687303252885625,S1647
H1648,1966,70740120,40,40,0,2.2,20,2.05,12.0,0.2,0.2,0.0,0.22,0.1,0.205,2.4,1,0.42000000000000004,0.305,2.4,0.8968609865470852,0.8869359916054564,S1648
H1649,1967,70740127,4,4,0,2.2,2,0.37,1.4,0.02,0.02,0.0,0.22,0.01,0.037,0.2799999999999999,1,0.24,0.047,0.2799999999999999,0.9615384615384615,0.9622245540398741,S1649
H1650,1968,70740128,115,115,0,7.0,30,3.24,17.3,0.575,0.575,0.0,0.7,0.15,0.324,3.46,1,1.275,0.474,3.46,0.5552470849528041,0.4422875131164743,S1650
H1651,1969,70740134,75,75,0,9.6,22,2.87,14.5,0.375,0.375,0.0,0.96,0.11,0.287,2.9,1,1.335,0.39699999999999996,2.9,0.5159958720330238,0.3877229800629591,S1651
H1652,1970,70740135,179,161,18,22.8,56,8.05,54.5,0.895,0.805,0.3,2.28,0.28,0.805,10.9,1,3.385,1.085,10.9,0.30303030303030304,0.1385099685204617,S1652
H1653,1971,70740171,92,92,0,0.0,24,2.54,13.0,0.46,0.46,0.0,0.0,0.12,0.254,2.6,1,0.46,0.374,2.6,0.9208103130755064,0.9160545645330536,S1653
H1654,1972,70740172,54,43,11,5.2,29,2.65,14.0,0.27,0.215,0.1833333333333333,0.52,0.145,0.265,2.8,1,0.9183333333333333,0.41000000000000003,2.8,0.6629834254143646,0.5739769150052466,S1654
H1655,1974,70740182,116,78,38,10.4,40,5.88,38.0,0.58,0.39,0.6333333333333333,1.04,0.2,0.588,7.6,1,2.0633333333333335,0.788,7.6,0.4394960445355992,0.2938090241343127,S1655
H1656,1975,70740186,33,28,5,5.6,13,1.39,8.0,0.165,0.14,0.0833333333333333,0.5599999999999999,0.065,0.1389999999999999,1.6,1,0.7833333333333332,0.2039999999999999,1.6,0.6331785563528916,0.5377754459601259,S1656
H1657,1976,70740215,57,50,7,12.4,24,2.71,15.0,0.285,0.25,0.1166666666666666,1.24,0.12,0.271,3.0,1,1.6066666666666665,0.391,3.0,0.4513314277117497,0.3095487932843652,S1657
H1658,1977,70740215,63,54,9,12.4,24,2.71,15.0,0.315,0.27,0.15,1.24,0.12,0.271,3.0,1,1.6600000000000001,0.391,3.0,0.4407227853680035,0.29459601259181534,S1658
H1659,1978,70740257,10,10,0,2.2,1,0.19,1.0,0.05,0.05,0.0,0.22,0.005,0.019,0.2,1,0.27,0.024,0.2,0.9345794392523364,0.9286463798530955,S1659
H1660,1979,70740257,75,72,3,8.6,29,4.59,32.0,0.375,0.36,0.05,0.86,0.145,0.4589999999999999,6.4,1,1.27,0.6039999999999999,6.4,0.6002400960384153,0.49370409233997903,S1660
H1661,1980,70740258,17,17,0,6.2,11,0.97,6.0,0.085,0.085,0.0,0.62,0.055,0.097,1.2,1,0.705,0.152,1.2,0.6688963210702341,0.580797481636936,S1661
H1662,1981,70740266,279,199,80,32.8,494,55.6,418.0,1.395,0.995,1.3333333333333333,3.28,2.47,5.5600000000000005,83.6,1,5.6083333333333325,8.030000000000001,83.6,0.2922552362396491,0.12749213011542498,S1662
H1663,1982,70740299,40,40,0,0.0,21,2.35,12.0,0.2,0.2,0.0,0.0,0.105,0.235,2.4,1,0.2,0.33999999999999997,2.4,0.8771929824561404,0.8683105981112277,S1663
H1664,1983,70740299,44,44,0,0.0,21,2.35,12.0,0.22,0.22,0.0,0.0,0.105,0.235,2.4,1,0.22,0.33999999999999997,2.4,0.8928571428571429,0.8830010493179433,S1664
H1665,1984,70740427,126,107,19,10.3,47,4.96,29.0,0.63,0.535,0.3166666666666666,1.03,0.235,0.496,5.8,1,1.8816666666666666,0.731,5.8,0.4649721016738996,0.3252885624344176,S1665
H1666,1985,80630371,57,57,0,2.2,10,1.09,6.5,0.285,0.285,0.0,0.22,0.05,0.109,1.3,1,0.505,0.159,1.3,0.7429420505200593,0.6896642182581322,S1666
H1667,1986,80630371,77,77,0,2.2,12,1.18,7.5,0.385,0.385,0.0,0.22,0.06,0.118,1.5,1,0.605,0.178,1.5,0.7007708479327259,0.6269674711437565,S1667
H1668,1987,90300005,57,48,9,2.2,11,1.2,7.5,0.285,0.24,0.15,0.22,0.055,0.12,1.5,1,0.61,0.175,1.5,0.6968641114982578,0.6217208814270724,S1668
H1669,1988,90300011,99,99,0,0.0,39,5.09,31.5,0.495,0.495,0.0,0.0,0.195,0.509,6.3,1,0.495,0.704,6.3,0.8271298593879238,0.8006295907660022,S1669
H1670,1989,90300012,103,103,0,0.0,38,5.04,31.0,0.515,0.515,0.0,0.0,0.19,0.504,6.2,1,0.515,0.694,6.2,0.8481764206955048,0.8336831059811123,S1670
H1671,1990,90300013,36,36,0,2.2,12,1.2,5.5,0.18,0.18,0.0,0.22,0.06,0.12,1.1,1,0.4,0.18,1.1,0.819672131147541,0.7898740818467995,S1671
H1672,1991,90300068,78,78,0,3.0,22,2.74,17.5,0.39,0.39,0.0,0.3,0.11,0.274,3.5,1,0.69,0.384,3.5,0.7656967840735068,0.7229800629590766,S1672
H1673,1992,90300075,108,100,8,82.0,24,3.32,22.0,0.54,0.5,0.1333333333333333,8.2,0.12,0.3319999999999999,4.4,1,8.833333333333332,0.4519999999999999,4.4,0.2021018593371059,0.06295907660020986,S1673
H1674,1993,90300075,124,122,2,82.0,24,3.44,23.0,0.62,0.61,0.0333333333333333,8.2,0.12,0.344,4.6,1,8.843333333333332,0.46399999999999997,4.6,0.19470404984423678,0.059286463798530954,S1674
H1675,1994,90300088,96,93,3,11.2,31,3.37,22.0,0.48,0.465,0.05,1.12,0.155,0.337,4.4,1,1.6350000000000002,0.492,4.4,0.4666355576294913,0.3279118572927597,S1675
H1676,1995,90300114,111,99,12,4.2,27,4.54,35.0,0.555,0.495,0.2,0.42,0.135,0.454,7.0,1,1.115,0.589,7.0,0.655307994757536,0.5637460650577125,S1676
H1677,1996,90300114,85,85,0,36.0,19,1.93,12.0,0.425,0.425,0.0,3.6,0.095,0.193,2.4,1,4.025,0.28800000000000003,2.4,0.3809523809523809,0.22560335781741866,S1677
H1678,1997,90300122,53,45,8,7.2,7,0.76,5.0,0.265,0.225,0.1333333333333333,0.72,0.035,0.076,1.0,1,1.0783333333333331,0.111,1.0,0.9273570324574963,0.9223504721930745,S1678
H1679,1998,90300138,53,53,0,3.0,8,0.97,5.0,0.265,0.265,0.0,0.3,0.04,0.097,1.0,1,0.565,0.137,1.0,0.700280112044818,0.6264428121720882,S1679
H1680,1999,90300157,96,96,0,123.0,30,1.2,6.7,0.48,0.48,0.0,12.3,0.15,0.12,1.34,1,12.780000000000001,0.27,1.34,0.48309178743961345,0.34994753410283314,S1680
H1681,2000,90300158,101,101,0,82.0,27,2.98,17.0,0.505,0.505,0.0,8.2,0.135,0.298,3.4,1,8.705,0.433,3.4,0.25207965717166625,0.09233997901364113,S1681
H1682,2001,90300161,134,116,18,23.6,36,6.61,50.5,0.67,0.58,0.3,2.3600000000000003,0.18,0.661,10.1,1,3.24,0.841,10.1,0.29420417769932333,0.13011542497376705,S1682
H1683,2002,90300284,157,149,8,11.4,36,5.45,38.0,0.785,0.745,0.1333333333333333,1.14,0.18,0.545,7.6,1,2.018333333333333,0.7250000000000001,7.6,0.43604651162790703,0.28908709338929695,S1683
H1684,2003,90300309,91,91,0,3.0,20,3.02,18.5,0.455,0.455,0.0,0.3,0.1,0.302,3.7,1,0.755,0.402,3.7,0.7390983000739099,0.6825813221406086,S1684
H1685,2004,90300331,106,106,0,12.0,21,3.02,17.8,0.53,0.53,0.0,1.2,0.105,0.302,3.56,1,1.73,0.407,3.56,0.4304778303917348,0.28226652675760755,S1685
H1686,2005,90300336,68,68,0,86.0,8,1.49,4.8,0.34,0.34,0.0,8.6,0.04,0.149,0.96,0,8.94,1000000.0,0.96,0.11135857461024498,0.017838405036726127,S1686
H1687,2006,90300336,84,84,0,23.0,16,1.72,11.5,0.42,0.42,0.0,2.3,0.08,0.172,2.3,0,2.7199999999999998,1000000.0,2.3,0.7042253521126761,0.633788037775446,S1687
H1688,2007,90300344,137,134,3,4.2,43,5.16,35.0,0.685,0.67,0.05,0.42,0.215,0.516,7.0,1,1.1400000000000001,0.731,7.0,0.7097232079488998,0.642707240293809,S1688
H1689,2008,90300344,155,141,14,3.0,35,4.0,24.0,0.775,0.705,0.2333333333333333,0.3,0.175,0.4,4.8,1,1.2383333333333333,0.575,4.8,0.6012024048096193,0.49580272822665267,S1689
H1690,2009,90300345,70,70,0,3.0,23,2.97,17.0,0.35,0.35,0.0,0.3,0.115,0.297,3.4,1,0.6499999999999999,0.412,3.4,0.8077544426494346,0.7730849947534103,S1690
H1691,2010,90300346,69,67,2,3.0,23,2.97,17.0,0.345,0.335,0.0333333333333333,0.3,0.115,0.297,3.4,1,0.6683333333333332,0.412,3.4,0.7959671000265323,0.7581322140608604,S1691
H1692,2011,90300354,17,17,0,2.2,2,0.76,1.0,0.085,0.085,0.0,0.22,0.01,0.076,0.2,1,0.305,0.086,0.2,0.9049773755656109,0.8958551941238195,S1692
H1693,2012,90300354,30,30,0,4.4,2,0.37,1.8,0.15,0.15,0.0,0.44,0.01,0.037,0.36,1,0.59,0.047,0.36,0.8130081300813008,0.7825288562434418,S1693
H1694,2013,90300367,177,166,11,9.0,34,4.23,25.0,0.885,0.83,0.1833333333333333,0.9,0.17,0.423,5.0,1,1.913333333333333,0.593,5.0,0.43097256141359,0.2838405036726128,S1694
H1695,2015,90300375,58,58,0,2.2,19,2.18,12.0,0.29,0.29,0.0,0.22,0.095,0.218,2.4,1,0.51,0.313,2.4,0.835421888053467,0.8140083945435467,S1695
H1696,2016,90300385,562,495,67,85.5,338,67.65,519.0,2.81,2.475,1.1166666666666667,8.55,1.69,6.765000000000001,103.8,1,12.141666666666667,8.455,103.8,0.21337126600284492,0.06846799580272822,S1696
H1697,2017,90300423,36,36,0,3.0,13,1.35,5.5,0.18,0.18,0.0,0.3,0.065,0.135,1.1,1,0.48,0.2,1.1,0.78125,0.742392444910808,S1697
H1698,2018,90300470,86,86,0,3.7,23,2.36,10.5,0.43,0.43,0.0,0.37,0.115,0.236,2.1,1,0.8,0.351,2.1,0.6901311249137336,0.6091290661070304,S1698
H1699,2019,90300470,185,156,29,24.5,53,5.47,29.5,0.925,0.78,0.4833333333333333,2.45,0.265,0.5469999999999999,5.9,1,3.7133333333333334,0.8119999999999999,5.9,0.3138075313807531,0.15110178384050368,S1699
H1700,2020,90300496,61,61,0,86.0,24,2.61,10.0,0.305,0.305,0.0,8.6,0.12,0.261,2.0,1,8.905,0.381,2.0,0.3818251240931654,0.22770199370409233,S1700
H1701,2021,90300496,97,77,20,46.0,32,3.31,17.0,0.485,0.385,0.3333333333333333,4.6,0.16,0.331,3.4,1,5.318333333333333,0.491,3.4,0.34266133637921187,0.17681007345225602,S1701
H1702,2022,90300555,33,33,0,3.2,13,1.5,9.0,0.165,0.165,0.0,0.32,0.065,0.15,1.8,1,0.485,0.215,1.8,0.7874015748031495,0.7484260230849947,S1702
H1703,2023,90300557,58,58,0,3.0,18,2.35,15.0,0.29,0.29,0.0,0.3,0.09,0.235,3.0,1,0.59,0.32499999999999996,3.0,0.7905138339920947,0.751311647429171,S1703
H1704,2024,90300557,150,141,9,6.3,28,2.81,19.0,0.75,0.705,0.15,0.63,0.14,0.281,3.8,1,1.4849999999999999,0.42100000000000004,3.8,0.4844961240310077,0.35099685204617,S1704
H1705,2025,90300602,21,21,0,21.5,3,0.36,1.7,0.105,0.105,0.0,2.15,0.015,0.036,0.3399999999999999,1,2.255,0.051,0.3399999999999999,0.7757951900698216,0.7360965372507869,S1705
H1706,2026,90300602,57,52,5,2.2,12,1.71,11.0,0.285,0.26,0.0833333333333333,0.22,0.06,0.1709999999999999,2.2,1,0.5633333333333334,0.2309999999999999,2.2,0.7505629221916436,0.7004197271773347,S1706
H1707,2027,90300715,240,228,12,70.2,80,17.05,108.0,1.2,1.14,0.2,7.0200000000000005,0.4,1.705,21.6,1,8.36,2.105,21.6,0.13783597518952448,0.024134312696747113,S1707
H1708,2028,90300745,69,61,8,6.0,15,1.55,8.5,0.345,0.305,0.1333333333333333,0.6,0.075,0.155,1.7,1,1.0383333333333333,0.22999999999999998,1.7,0.6018054162487463,0.4971143756558237,S1708
H1709,2030,90300795,97,86,11,12.8,43,5.12,33.0,0.485,0.43,0.1833333333333333,1.28,0.215,0.512,6.6,1,1.8933333333333333,0.727,6.6,0.46160947838128946,0.32214060860440713,S1709
H1710,2031,90300795,365,325,40,91.2,170,33.23,254.5,1.825,1.625,0.6666666666666666,9.12,0.85,3.3229999999999995,50.9,1,11.411666666666665,4.172999999999999,50.9,0.12137886389383395,0.01993704092339979,S1710
H1711,2032,90300827,45,45,0,3.7,13,1.62,9.5,0.225,0.225,0.0,0.37,0.065,0.162,1.9,1,0.595,0.227,1.9,0.7309941520467836,0.6733997901364114,S1711
H1712,2033,90300827,268,246,22,35.2,163,31.33,236.5,1.34,1.23,0.3666666666666666,3.5200000000000005,0.815,3.133,47.3,1,5.116666666666667,3.948,47.3,0.4611128189363663,0.3205666316894019,S1712
H1713,2034,90300837,88,80,8,2.2,19,2.08,12.0,0.44,0.4,0.1333333333333333,0.22,0.095,0.208,2.4,1,0.7533333333333333,0.303,2.4,0.6894966674327742,0.6070304302203567,S1713
H1714,2035,90300838,207,191,16,8.5,45,7.87,55.6,1.035,0.955,0.2666666666666666,0.85,0.225,0.787,11.12,1,2.0716666666666668,1.012,11.12,0.4855154555753358,0.3530954879328437,S1714
