respondent_id,normalized_weight,Choice,CAR_AVAILABLE,PT_AVAILABLE,SLOW_AVAILABLE,TimePT,TimeCar,WaitingTimePT,MarginalCostPT,CostCarCHF,distance_km,TimePT_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,work_trip,other_trip,Envir01,Mobil05,LifSty07,Envir05,Mobil12,LifSty01,task_index,panel_row_index
H0376,0.954424398357919,0,1,1,1,117,73,15,0.0,11.31,81.0,0.585,0.365,0.25,0.0,1.131,16.2,0,1,0,0,1,0,3.25,1,1,0,1,0,5,6,1,5,1,3,1,1
H0377,2.256576028779217,1,1,1,1,127,33,8,4.4,4.06,29.0,0.635,0.165,0.1333333333333333,0.44,0.4059999999999999,5.8,0,1,0,1,0,0,7.0,1,0,1,0,1,1,1,1,1,3,3,1,1
H0378,5.121759864312539,0,0,1,1,70,26,14,0.0,2.75,21.0,0.35,0.13,0.2333333333333333,0.0,0.275,4.2,0,1,0,1,0,1,7.0,1,0,0,0,1,1,5,4,3,3,2,1,1
H0379,5.121759864312539,0,0,1,1,75,26,18,0.0,2.75,21.0,0.375,0.13,0.3,0.0,0.275,4.2,0,1,0,1,0,1,7.0,1,0,0,0,1,1,5,4,3,3,2,1,1
H0380,0.954424398357919,1,1,1,1,192,87,36,49.8,14.34,106.0,0.96,0.435,0.6,4.98,1.434,21.2,0,1,0,0,1,0,7.0,1,0,0,0,1,2,3,3,3,3,1,1,1
H0381,0.2545934244605354,0,1,1,1,177,64,22,0.0,10.49,75.5,0.885,0.32,0.3666666666666666,0.0,1.049,15.1,1,0,0,0,0,0,15.0,1,0,1,0,1,5,6,6,5,1,5,1,1
H0382,0.8584724543995766,0,1,1,1,202,142,30,0.0,25.99,193.0,1.01,0.71,0.5,0.0,2.599,38.6,0,1,0,1,0,0,15.0,1,0,1,1,0,5,3,1,5,1,2,1,1
H0383,0.2290902236010023,1,1,1,1,96,27,18,4.4,2.98,19.0,0.48,0.135,0.3,0.44,0.298,3.8,0,0,0,0,0,0,9.0,1,0,0,1,0,4,3,1,2,1,2,1,1
H0384,0.2933964559183305,1,1,1,1,84,30,0,7.3,3.31,20.0,0.42,0.15,0.0,0.73,0.331,4.0,1,0,0,1,0,0,15.0,1,0,1,0,1,3,4,2,4,1,3,1,1
H0385,3.818189834136154,1,1,1,1,109,20,51,5.3,2.32,12.0,0.545,0.1,0.85,0.53,0.2319999999999999,2.4,0,1,0,1,0,0,7.0,0,0,0,1,0,5,3,1,3,1,3,1,1
H0386,0.8584724543995766,0,1,1,1,45,16,0,0.0,2.49,19.0,0.225,0.08,0.0,0.0,0.249,3.8,0,1,0,1,0,0,7.0,1,0,0,1,0,4,3,3,3,1,3,1,1
H0387,0.2290902236010023,0,1,1,1,72,24,0,0.0,2.68,19.1,0.36,0.12,0.0,0.0,0.268,3.82,1,0,0,0,0,0,5.0,0,0,0,1,0,4,4,6,4,6,3,1,1
H0388,0.954424398357919,0,1,1,1,51,15,0,4.0,1.73,11.5,0.255,0.075,0.0,0.4,0.173,2.3,0,1,1,0,0,0,9.0,1,0,0,1,0,4,4,4,4,2,3,1,1
H0389,0.3735873657560173,0,1,1,1,186,99,25,13.0,16.18,125.0,0.93,0.495,0.4166666666666667,1.3,1.618,25.0,1,0,0,0,0,0,7.0,1,0,1,1,0,1,5,4,1,1,4,1,1
H0390,0.3360277669782562,1,1,1,1,104,43,9,13.8,7.8,59.5,0.52,0.215,0.15,1.38,0.78,11.9,1,0,0,0,0,0,9.0,0,0,0,1,0,3,4,1,3,1,3,1,1
H0391,0.2545934244605354,0,1,1,1,215,148,13,0.0,30.39,232.8,1.075,0.74,0.2166666666666666,0.0,3.039,46.56,0,0,0,0,0,0,15.0,1,0,0,0,1,3,2,4,3,2,3,1,1
H0392,0.2545934244605354,1,1,1,1,50,11,0,0.0,1.62,10.0,0.25,0.055,0.0,0.0,0.162,2.0,0,0,0,0,0,0,15.0,1,0,0,0,1,3,2,4,3,2,3,1,1
H0393,0.3735873657560173,1,1,1,1,174,48,56,17.6,7.85,58.0,0.87,0.24,0.9333333333333332,1.7600000000000002,0.7849999999999999,11.6,1,0,0,0,0,0,9.0,1,1,0,1,0,4,5,1,4,1,4,1,1
H0394,0.2933964559183305,1,1,1,1,119,53,2,13.9,8.96,68.0,0.595,0.265,0.0333333333333333,1.39,0.8960000000000001,13.6,1,0,0,0,0,0,15.0,0,1,0,1,0,4,2,1,4,1,1,1,1
H0395,0.2290902236010023,0,1,1,1,127,84,2,0.0,13.87,103.0,0.635,0.42,0.0333333333333333,0.0,1.387,20.6,0,0,0,1,0,0,5.0,1,0,1,1,0,5,6,3,4,1,1,1,1
H0396,0.2545934244605354,1,1,1,1,204,136,22,0.0,29.12,228.0,1.02,0.68,0.3666666666666666,0.0,2.912,45.6,1,0,0,1,0,0,7.0,0,0,1,0,1,1,4,1,2,3,3,1,1
H0397,0.2545934244605354,1,1,1,1,235,85,67,17.5,12.55,93.0,1.175,0.425,1.1166666666666667,1.75,1.255,18.6,1,0,0,0,0,0,9.0,1,0,0,1,0,4,2,1,4,1,2,1,1
H0398,2.029711386372872,1,1,1,1,277,98,38,47.7,14.33,101.5,1.385,0.49,0.6333333333333333,4.7700000000000005,1.433,20.3,0,1,0,1,0,0,5.0,1,0,0,0,1,1,2,3,3,5,1,1,1
H0399,2.029711386372872,1,1,1,1,265,74,55,44.8,11.98,90.0,1.325,0.37,0.9166666666666666,4.48,1.198,18.0,0,1,0,1,0,0,5.0,1,0,0,1,0,2,2,2,3,3,1,1,1
H0400,0.2933964559183305,1,1,1,1,81,19,0,4.0,2.01,14.5,0.405,0.095,0.0,0.4,0.2009999999999999,2.9,1,0,0,0,0,0,15.0,1,0,1,1,0,5,5,2,4,1,4,1,1
H0401,0.954424398357919,1,1,1,1,67,16,2,9.3,2.14,15.5,0.335,0.08,0.0333333333333333,0.93,0.214,3.1,0,1,0,1,0,0,5.0,0,0,0,1,0,1,6,1,3,1,1,1,1
H0402,0.2545934244605354,0,1,1,1,94,46,11,0.0,4.7,31.0,0.47,0.23,0.1833333333333333,0.0,0.47,6.2,0,0,0,1,0,0,8.418,0,0,0,1,0,1,3,3,2,3,2,1,1
H0403,0.6926106659335842,1,1,1,1,229,63,62,27.5,9.23,64.5,1.145,0.315,1.0333333333333334,2.75,0.923,12.9,1,0,1,0,0,0,15.0,0,0,1,0,1,1,4,2,1,1,4,1,1
H0404,0.2290902236010023,0,1,1,1,139,69,0,0.0,11.76,86.0,0.695,0.345,0.0,0.0,1.176,17.2,1,0,0,0,0,0,15.0,1,0,1,1,0,1,4,2,3,2,2,1,1
H0405,0.954424398357919,0,1,1,1,127,41,6,0.0,4.46,30.0,0.635,0.205,0.1,0.0,0.446,6.0,0,1,0,0,1,0,5.0,0,0,0,0,1,2,4,6,4,3,1,1,1
H0406,2.029711386372872,1,1,1,1,174,50,21,40.6,8.91,69.0,0.87,0.25,0.35,4.0600000000000005,0.891,13.8,0,1,0,1,0,0,7.0,0,0,0,1,0,1,4,1,2,1,2,1,1
H0407,2.029711386372872,1,1,1,1,334,75,20,47.6,11.85,86.0,1.67,0.375,0.3333333333333333,4.76,1.185,17.2,0,1,0,0,0,0,5.0,1,0,1,0,1,3,3,2,4,2,3,1,1
H0408,0.5414274486172608,1,1,1,1,143,37,42,8.8,4.77,35.0,0.715,0.185,0.7,0.8800000000000001,0.477,7.0,0,0,1,0,0,0,7.0,1,0,0,0,1,3,3,2,4,1,2,1,1
H0409,0.5414274486172608,1,1,1,1,119,36,42,8.8,4.6,35.0,0.595,0.18,0.7,0.8800000000000001,0.4599999999999999,7.0,0,0,1,0,0,0,7.0,1,0,0,1,0,3,3,2,4,1,2,1,1
H0410,0.8584724543995766,1,1,1,1,166,66,5,25.4,7.49,48.8,0.83,0.33,0.0833333333333333,2.54,0.749,9.76,0,1,0,1,0,0,7.384,1,0,1,0,1,3,3,1,3,2,3,1,1
H0411,0.8584724543995766,1,1,1,1,57,7,9,8.0,0.83,5.5,0.285,0.035,0.15,0.8,0.0829999999999999,1.1,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2,1,1
H0412,0.5414274486172608,1,1,1,1,240,72,42,44.2,14.04,107.0,1.2,0.36,0.7,4.42,1.404,21.4,0,0,0,1,0,0,7.0,1,0,0,1,0,1,3,1,3,2,3,1,1
H0413,0.3735873657560173,1,1,1,1,356,116,60,73.4,18.61,147.0,1.78,0.58,1.0,7.340000000000001,1.861,29.4,1,0,1,0,0,0,15.0,1,0,0,0,1,2,3,2,4,1,4,1,1
H0414,8.119879017681459,0,0,1,1,85,26,1,5.2,2.95,17.5,0.425,0.13,0.0166666666666666,0.52,0.295,3.5,0,1,0,0,0,1,15.0,1,0,0,0,1,2,3,3,3,4,2,1,1
H0415,0.2545934244605354,1,1,1,1,107,45,26,11.0,8.4,65.0,0.535,0.225,0.4333333333333333,1.1,0.8400000000000001,13.0,0,0,1,0,0,0,9.0,0,0,0,1,0,2,4,1,2,1,2,1,1
H0416,0.8584724543995766,1,1,1,1,125,25,25,14.3,4.34,32.0,0.625,0.125,0.4166666666666667,1.4300000000000002,0.434,6.4,0,1,0,1,0,0,9.0,0,0,1,0,1,3,3,2,3,1,4,1,1
H0417,0.954424398357919,0,1,1,1,525,277,54,0.0,52.49,391.0,2.625,1.385,0.9,0.0,5.2490000000000006,78.2,0,1,0,0,0,0,9.0,1,0,1,0,1,2,4,2,3,4,2,1,1
H0418,0.7495589495214057,0,1,1,1,140,67,4,0.0,11.48,84.0,0.7,0.335,0.0666666666666666,0.0,1.148,16.8,0,1,0,0,0,0,15.0,0,0,1,1,0,1,3,3,3,4,2,1,1
H0419,0.2290902236010023,0,1,1,1,154,57,15,0.0,10.32,76.0,0.77,0.285,0.25,0.0,1.032,15.2,0,0,0,1,0,0,5.0,0,0,0,1,0,5,6,6,5,1,3,1,1
H0420,0.3735873657560173,1,1,1,1,154,56,9,19.4,10.36,78.0,0.77,0.28,0.15,1.94,1.036,15.6,1,0,0,0,0,0,15.0,0,0,0,1,0,3,3,1,4,3,4,1,1
H0421,0.2545934244605354,0,1,1,1,202,130,19,0.0,27.14,211.0,1.01,0.65,0.3166666666666666,0.0,2.714,42.2,1,0,0,0,0,0,15.0,0,0,0,0,1,1,4,3,5,4,1,1,1
H0422,0.2545934244605354,1,1,1,1,214,108,36,5.0,16.24,124.0,1.07,0.54,0.6,0.5,1.624,24.8,0,0,1,0,0,0,15.0,0,0,1,1,0,4,3,2,2,4,3,1,1
H0423,0.954424398357919,0,1,1,1,97,42,10,4.4,4.5,38.0,0.485,0.21,0.1666666666666666,0.44,0.45,7.6,0,1,0,0,0,0,9.0,0,0,0,1,0,4,4,2,3,1,2,1,1
H0424,0.2545934244605354,1,1,1,1,345,99,64,43.6,12.07,91.0,1.725,0.495,1.0666666666666669,4.36,1.207,18.2,0,0,0,0,1,0,7.0,0,0,0,1,0,6,3,1,4,6,2,1,1
H0425,2.256576028779217,1,1,1,1,168,76,26,26.4,11.22,87.0,0.84,0.38,0.4333333333333333,2.64,1.122,17.4,0,1,0,0,0,0,7.0,0,1,0,0,1,1,3,3,3,3,3,1,1
H0426,0.954424398357919,1,1,1,1,118,26,41,19.8,2.58,19.0,0.59,0.13,0.6833333333333333,1.98,0.258,3.8,0,1,0,0,0,0,7.0,1,0,1,0,1,2,5,2,3,4,5,1,1
H0427,0.954424398357919,1,1,1,1,118,26,34,21.4,2.58,19.0,0.59,0.13,0.5666666666666667,2.14,0.258,3.8,0,1,0,0,0,0,7.0,1,0,1,1,0,2,5,2,3,4,5,1,1
H0428,0.8584724543995766,1,1,1,1,156,59,5,15.0,6.0,44.0,0.78,0.295,0.0833333333333333,1.5,0.6,8.8,0,1,0,1,0,0,2.0,1,0,1,0,1,2,3,3,3,3,2,1,1
H0429,0.954424398357919,1,1,1,1,140,69,18,27.6,8.21,61.0,0.7,0.345,0.3,2.76,0.8210000000000001,12.2,0,1,0,1,0,0,7.0,0,0,0,1,0,2,6,6,4,6,6,1,1
H0430,0.2545934244605354,1,1,1,1,404,121,127,29.0,14.57,106.0,2.02,0.605,2.1166666666666667,2.9,1.457,21.2,1,0,0,0,0,0,9.0,1,0,0,0,1,2,3,6,4,3,3,1,1
H0431,0.3735873657560173,1,1,1,1,274,125,38,23.5,17.78,130.1,1.37,0.625,0.6333333333333333,2.35,1.778,26.02,1,0,0,0,0,0,9.0,1,0,0,0,1,2,3,2,4,2,1,1,1
H0432,0.6019450605361366,0,1,1,1,67,22,0,0.0,2.35,19.0,0.335,0.11,0.0,0.0,0.235,3.8,0,0,0,1,0,1,15.0,0,0,0,1,0,1,4,2,2,4,3,1,1
H0433,0.5414274486172608,0,1,1,1,118,56,6,0.0,5.7,39.0,0.59,0.28,0.1,0.0,0.5700000000000001,7.8,0,0,0,1,0,1,15.0,0,0,0,1,0,2,4,1,2,1,2,1,1
H0434,0.954424398357919,1,1,1,1,250,88,16,19.6,11.18,73.3,1.25,0.44,0.2666666666666666,1.96,1.118,14.66,0,1,1,0,0,0,5.0,1,0,1,1,0,5,4,6,2,6,4,1,1
H0435,0.2545934244605354,1,1,1,1,161,42,46,12.0,4.36,34.0,0.805,0.21,0.7666666666666667,1.2,0.436,6.8,1,0,1,0,0,0,15.0,0,0,0,0,1,1,3,3,3,5,4,1,1
H0436,0.954424398357919,1,1,1,1,99,29,8,13.8,3.11,23.5,0.495,0.145,0.1333333333333333,1.38,0.311,4.7,0,1,0,0,0,0,7.0,0,0,0,0,1,1,2,2,4,2,2,1,1
H0437,2.029711386372872,1,1,1,1,44,6,0,3.6,0.72,5.0,0.22,0.03,0.0,0.36,0.072,1.0,0,1,0,1,0,1,2.0,0,0,0,1,0,1,4,4,3,4,3,1,1
H0438,5.121759864312539,0,0,1,1,120,46,5,7.0,4.74,31.5,0.6,0.23,0.0833333333333333,0.7,0.474,6.3,0,1,0,0,0,1,2.0,1,0,0,0,1,3,2,3,4,6,2,1,1
H0439,0.954424398357919,1,1,1,1,60,67,0,3.8,9.1,72.0,0.3,0.335,0.0,0.38,0.91,14.4,0,1,0,0,0,0,15.0,0,0,1,0,1,2,4,2,4,3,2,1,1
H0440,0.954424398357919,1,1,1,1,72,116,6,3.8,16.28,130.0,0.36,0.58,0.1,0.38,1.628,26.0,0,1,0,0,0,0,15.0,0,0,1,1,0,2,4,2,4,3,2,1,1
H0441,0.8584724543995766,1,1,1,1,104,44,5,5.6,4.43,31.0,0.52,0.22,0.0833333333333333,0.5599999999999999,0.4429999999999999,6.2,0,1,0,1,0,0,5.0,1,0,0,1,0,3,3,1,3,1,2,1,1
H0442,3.4343260688387685,1,1,1,1,55,20,10,7.6,2.09,14.5,0.275,0.1,0.1666666666666666,0.76,0.209,2.9,0,1,0,1,0,0,7.0,0,0,0,1,0,1,4,4,3,3,1,1,1
H0443,2.029711386372872,1,1,1,1,38,14,0,7.6,1.75,11.0,0.19,0.07,0.0,0.76,0.175,2.2,0,1,0,1,0,0,7.384,1,0,0,1,0,2,3,2,3,2,2,1,1
H0444,2.029711386372872,1,1,1,1,447,217,44,111.3,32.03,239.4,2.235,1.085,0.7333333333333333,11.13,3.2030000000000003,47.88,0,1,0,1,0,0,7.384,1,0,0,0,1,2,3,2,3,2,2,1,1
H0445,5.121759864312539,0,1,1,1,200,116,14,0.0,17.05,128.0,1.0,0.58,0.2333333333333333,0.0,1.705,25.6,0,1,0,0,0,1,7.0,1,0,0,0,1,2,2,2,2,6,1,1,1
H0446,0.8584724543995766,0,1,1,1,128,59,24,5.6,6.69,49.0,0.64,0.295,0.4,0.5599999999999999,0.669,9.8,0,1,0,1,0,0,5.0,0,1,0,1,0,1,3,1,2,1,1,1,1
H0447,0.954424398357919,0,1,1,1,111,47,14,5.6,4.74,32.0,0.555,0.235,0.2333333333333333,0.5599999999999999,0.474,6.4,0,1,0,1,0,0,5.0,1,0,0,1,0,1,2,1,3,1,3,1,1
H0448,0.2545934244605354,0,1,1,1,62,22,0,0.0,2.18,13.5,0.31,0.11,0.0,0.0,0.218,2.7,1,0,0,0,0,0,15.0,1,1,0,1,0,3,4,6,3,2,2,1,1
H0449,0.2290902236010023,1,1,1,1,128,48,0,77.8,5.59,35.0,0.64,0.24,0.0,7.779999999999999,0.5589999999999999,7.0,0,0,1,0,0,0,9.0,1,0,0,0,1,1,3,2,4,1,2,1,1
H0450,0.2545934244605354,1,1,1,1,322,142,30,42.2,25.31,206.0,1.61,0.71,0.5,4.220000000000001,2.531,41.2,0,0,0,0,0,0,15.0,1,0,0,0,1,1,3,2,5,3,3,1,1
H0451,0.3360277669782562,1,1,1,1,269,86,46,21.7,13.7,102.0,1.345,0.43,0.7666666666666667,2.17,1.37,20.4,1,0,0,0,0,0,15.0,0,0,1,1,0,5,5,1,5,1,5,1,1
H0452,0.3735873657560173,0,1,1,1,71,23,4,0.0,2.22,12.5,0.355,0.115,0.0666666666666666,0.0,0.222,2.5,1,0,0,1,0,0,15.0,1,0,1,1,0,4,3,1,3,1,2,1,1
H0453,0.3360277669782562,0,1,1,1,172,88,2,0.0,10.66,65.0,0.86,0.44,0.0333333333333333,0.0,1.066,13.0,1,0,0,1,0,0,15.0,1,0,1,0,1,4,4,2,4,1,3,1,1
H0454,0.8584724543995766,0,1,1,1,81,30,17,0.0,2.91,16.0,0.405,0.15,0.2833333333333333,0.0,0.291,3.2,0,1,0,1,0,1,5.0,0,0,0,1,0,1,3,2,3,2,4,1,1
H0455,0.2545934244605354,0,1,1,1,64,21,2,3.8,2.09,13.0,0.32,0.105,0.0333333333333333,0.38,0.209,2.6,1,0,0,0,0,0,9.0,1,0,0,1,0,1,6,2,1,2,2,1,1
H0456,0.2290902236010023,0,1,1,1,170,79,10,0.0,11.61,77.0,0.85,0.395,0.1666666666666666,0.0,1.161,15.4,1,0,0,0,0,0,15.0,0,0,0,1,0,5,5,1,3,1,4,1,1
H0457,0.1798661531531291,0,1,1,1,52,24,0,0.0,2.31,12.5,0.26,0.12,0.0,0.0,0.231,2.5,1,0,0,0,0,0,15.0,0,1,0,1,0,2,4,3,4,2,3,1,1
H0458,0.2290902236010023,1,1,1,1,89,34,10,3.8,3.21,16.0,0.445,0.17,0.1666666666666666,0.38,0.321,3.2,0,0,0,1,0,0,15.0,1,0,0,1,0,3,4,1,4,1,3,1,1
H0459,0.8584724543995766,0,1,1,1,46,24,0,3.8,2.38,12.3,0.23,0.12,0.0,0.38,0.238,2.46,0,1,0,0,0,0,9.0,0,0,0,1,0,4,4,4,3,2,4,1,1
H0460,2.256576028779217,1,1,1,1,137,76,8,0.0,9.29,67.0,0.685,0.38,0.1333333333333333,0.0,0.929,13.4,0,1,0,1,0,0,5.0,1,0,0,1,0,1,2,4,4,3,2,1,1
H0461,0.2545934244605354,0,1,1,1,127,62,7,13.7,8.05,54.0,0.635,0.31,0.1166666666666666,1.37,0.805,10.8,1,0,0,0,0,0,15.0,1,0,0,1,0,2,3,1,4,2,3,1,1
H0462,0.6019450605361366,1,1,1,1,43,20,0,7.6,1.98,11.0,0.215,0.1,0.0,0.76,0.198,2.2,1,0,0,0,0,0,7.0,1,0,1,1,0,1,2,2,1,2,2,1,1
H0463,0.8584724543995766,1,1,1,1,206,111,13,30.5,19.69,144.5,1.03,0.555,0.2166666666666666,3.05,1.969,28.9,0,1,0,0,0,0,9.0,1,0,0,1,0,4,5,2,5,2,3,1,1
H0464,0.5414274486172608,0,1,1,1,133,68,21,13.3,8.24,54.5,0.665,0.34,0.35,1.33,0.8240000000000001,10.9,0,0,0,1,0,1,7.0,0,0,1,0,1,1,3,2,4,4,3,1,1
H0465,0.8584724543995766,1,1,1,1,113,37,3,8.4,3.94,28.0,0.565,0.185,0.05,0.8400000000000001,0.394,5.6,0,1,0,1,0,0,7.0,0,0,0,1,0,2,2,1,3,3,4,1,1
H0466,0.8584724543995766,1,1,1,1,139,37,19,5.6,3.64,28.0,0.695,0.185,0.3166666666666666,0.5599999999999999,0.364,5.6,0,1,0,1,0,0,7.0,0,0,0,1,0,2,2,1,3,3,4,1,1
H0467,0.3735873657560173,0,1,1,1,158,68,15,0.0,9.93,69.0,0.79,0.34,0.25,0.0,0.993,13.8,1,0,0,0,0,0,15.0,0,1,0,1,0,5,3,3,3,1,3,1,1
H0468,2.029711386372872,0,1,1,1,222,151,2,0.0,26.75,197.0,1.11,0.755,0.0333333333333333,0.0,2.675,39.4,0,1,0,1,0,1,9.0,0,0,0,0,1,4,2,2,3,2,1,1,1
H0469,0.2545934244605354,0,1,1,1,73,28,8,3.8,2.92,15.0,0.365,0.14,0.1333333333333333,0.38,0.292,3.0,0,0,0,1,0,0,9.0,1,0,0,1,0,3,3,1,4,1,3,1,1
H0470,0.6019450605361366,1,1,1,1,158,79,17,25.8,10.2,71.0,0.79,0.395,0.2833333333333333,2.58,1.02,14.2,1,0,0,1,0,0,7.0,0,0,0,1,0,5,3,4,5,2,2,1,1
H0471,0.3735873657560173,0,0,1,1,57,27,0,6.1,1.75,9.2,0.285,0.135,0.0,0.61,0.175,1.84,1,0,0,1,0,0,7.0,1,0,1,0,1,2,4,2,2,2,2,1,1
H0472,0.2545934244605354,1,1,1,1,109,32,6,13.0,3.21,21.5,0.545,0.16,0.1,1.3,0.321,4.3,0,0,0,1,0,0,5.0,1,0,0,0,1,2,2,2,2,1,2,1,1
H0473,0.2933964559183305,0,1,1,1,142,72,20,10.6,6.22,46.0,0.71,0.36,0.3333333333333333,1.06,0.622,9.2,1,0,1,0,0,0,15.0,0,0,0,1,0,4,3,3,4,3,3,1,1
H0474,0.2290902236010023,0,1,1,1,151,29,16,40.8,2.68,17.0,0.755,0.145,0.2666666666666666,4.08,0.268,3.4,0,0,0,0,0,0,7.0,0,0,0,1,0,1,3,1,3,3,3,1,1
H0475,1.2802760802511697,0,1,1,1,156,70,30,14.6,10.13,72.0,0.78,0.35,0.5,1.46,1.013,14.4,0,1,0,1,0,1,7.0,0,0,0,1,0,1,3,1,3,5,2,1,1
H0476,0.7495589495214057,1,1,1,1,91,34,13,3.8,3.48,18.0,0.455,0.17,0.2166666666666666,0.38,0.348,3.6,0,1,0,0,0,0,7.0,0,0,0,0,1,2,3,2,4,2,3,1,1
H0477,0.5414274486172608,1,1,1,1,220,83,14,42.8,10.32,65.0,1.1,0.415,0.2333333333333333,4.279999999999999,1.032,13.0,0,0,0,0,0,0,15.0,1,0,1,0,1,2,3,1,4,1,4,1,1
H0478,0.8584724543995766,1,1,1,1,122,29,23,11.3,3.04,22.0,0.61,0.145,0.3833333333333333,1.13,0.304,4.4,0,1,0,1,0,0,5.0,1,0,0,0,1,4,3,1,4,1,2,1,1
H0479,0.5414274486172608,1,1,1,1,115,45,17,7.4,4.46,31.0,0.575,0.225,0.2833333333333333,0.74,0.446,6.2,1,0,0,0,0,0,15.0,1,0,0,1,0,4,4,2,4,1,5,1,1
H0480,0.2545934244605354,0,1,1,1,127,77,5,15.8,9.56,64.0,0.635,0.385,0.0833333333333333,1.58,0.956,12.8,0,0,0,0,0,0,15.0,0,0,1,1,0,4,2,1,4,1,3,1,1
H0481,0.8584724543995766,2,1,1,1,39,2,0,0.0,0.4,1.6,0.195,0.01,0.0,0.0,0.04,0.32,0,1,0,1,0,0,7.0,0,0,0,1,0,2,4,3,4,4,3,1,1
H0482,0.8584724543995766,2,1,1,1,39,2,0,0.0,0.4,1.6,0.195,0.01,0.0,0.0,0.04,0.32,0,1,0,1,0,0,7.0,0,0,0,1,0,2,4,3,3,4,3,1,1
H0483,0.8584724543995766,2,1,1,1,39,2,0,0.0,0.4,1.6,0.195,0.01,0.0,0.0,0.04,0.32,0,1,0,1,0,0,7.0,0,0,0,1,0,2,4,3,3,4,3,1,1
H0484,0.5414274486172608,1,1,1,1,149,33,3,14.4,3.55,25.0,0.745,0.165,0.05,1.44,0.355,5.0,1,0,0,0,0,1,7.0,1,0,1,0,1,2,4,2,4,1,3,1,1
H0485,3.818189834136154,0,1,1,1,95,34,0,15.2,3.75,25.0,0.475,0.17,0.0,1.52,0.375,5.0,0,1,0,0,0,1,-0.001,1,0,0,0,1,6,5,5,3,2,3,1,1
H0486,0.954424398357919,1,1,1,1,115,44,10,20.8,4.63,36.0,0.575,0.22,0.1666666666666666,2.08,0.4629999999999999,7.2,0,1,0,1,0,0,7.0,1,0,1,1,0,5,3,4,4,4,2,1,1
H0487,3.4343260688387685,2,1,1,1,52,2,3,5.6,0.29,1.2,0.26,0.01,0.05,0.5599999999999999,0.0289999999999999,0.24,0,1,0,0,0,0,7.0,1,0,0,1,0,5,6,4,4,4,2,1,1
H0488,0.3360277669782562,0,1,1,1,137,81,7,14.4,9.56,66.0,0.685,0.405,0.1166666666666666,1.44,0.956,13.2,1,0,0,1,0,0,10.807,1,0,1,1,0,6,2,1,4,2,1,1,1
H0489,0.2545934244605354,1,1,1,1,271,108,46,37.4,14.85,104.0,1.355,0.54,0.7666666666666667,3.74,1.485,20.8,1,0,0,1,0,0,9.035,1,0,0,0,1,2,2,2,2,4,2,1,1
H0490,2.256576028779217,1,1,1,1,243,102,36,20.6,15.72,114.0,1.215,0.51,0.6,2.06,1.572,22.8,0,1,0,0,0,0,5.0,1,0,0,1,0,1,3,3,1,3,3,1,1
H0491,2.256576028779217,1,1,1,1,200,30,54,15.0,3.1,24.0,1.0,0.15,0.9,1.5,0.31,4.8,0,1,0,0,0,0,5.0,1,0,0,0,1,1,3,3,1,3,3,1,1
H0492,0.954424398357919,1,1,1,1,546,234,93,104.8,38.26,289.0,2.73,1.17,1.55,10.48,3.826,57.8,0,1,0,1,0,0,5.0,1,0,1,0,1,6,3,4,3,4,3,1,1
H0493,0.6019450605361366,0,1,1,1,117,68,8,25.2,8.1,62.0,0.585,0.34,0.1333333333333333,2.52,0.8099999999999999,12.4,1,0,0,1,0,0,15.0,1,1,0,1,0,1,2,2,2,4,4,1,1
H0494,2.256576028779217,1,1,1,1,121,58,11,20.0,6.62,52.0,0.605,0.29,0.1833333333333333,2.0,0.662,10.4,0,1,0,1,0,0,7.0,1,0,1,1,0,5,2,2,5,2,1,1,1
H0495,0.8584724543995766,1,1,1,1,86,30,14,7.6,3.04,19.0,0.43,0.15,0.2333333333333333,0.76,0.304,3.8,0,1,0,1,0,0,15.0,0,0,0,1,0,4,2,1,3,1,3,1,1
H0496,0.954424398357919,1,1,1,1,170,69,26,13.1,8.91,60.0,0.85,0.345,0.4333333333333333,1.31,0.891,12.0,0,1,0,1,0,0,9.0,1,0,0,1,0,2,4,1,2,1,1,1,1
H0497,2.029711386372872,0,1,1,1,99,28,0,3.8,2.62,16.4,0.495,0.14,0.0,0.38,0.262,3.28,0,1,0,1,0,1,2.0,1,0,0,0,1,1,3,1,3,1,1,1,1
H0498,0.954424398357919,0,1,1,1,71,30,0,0.0,2.99,18.5,0.355,0.15,0.0,0.0,0.299,3.7,0,1,0,1,0,0,9.0,1,0,0,1,0,3,3,3,3,3,2,1,1
H0499,6.72051101457278,1,1,1,1,34,14,0,2.8,0.26,2.4,0.17,0.07,0.0,0.2799999999999999,0.026,0.48,0,1,0,0,0,0,7.0,1,0,0,1,0,1,1,2,1,2,4,1,1
H0500,0.954424398357919,1,1,1,1,43,10,0,5.6,1.22,10.0,0.215,0.05,0.0,0.5599999999999999,0.122,2.0,0,1,0,0,1,0,7.0,0,0,0,1,0,1,1,2,1,2,4,1,1
H0501,0.2545934244605354,0,1,1,1,234,110,36,0.0,20.98,143.0,1.17,0.55,0.6,0.0,2.098,28.6,1,0,1,0,0,0,7.0,1,0,1,1,0,2,1,2,2,1,2,1,1
