respondent_id,human_id,normalized_weight,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,Envir01,Mobil05,LifSty07,Envir05,Mobil12,LifSty01,TimePT,TimePT_non_wait,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,TimePT_non_wait_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,Choice
H0704,54540918,0.2960937410777467,50,male,50 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,1,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,5,5,2,3,1,2,37,37,0,2.2,6,0.56,3.2,0.185,0.185,0.03,0.0,0.22000000000000003,0.05600000000000001,0.64,2
H0705,54540918,0.2960937410777467,50,male,50 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,1,5,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,5,5,2,3,1,2,47,47,0,3.8,16,1.39,9.0,0.235,0.235,0.08,0.0,0.38,0.13899999999999998,1.8,2
H0706,54540965,0.4344844372177664,54,male,54 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,3,3,2,0,0,1,a non-work trip,high education,1,car is available for this trip,2,4,1,4,3,4,235,226,9,42.4,153,28.83,218.0,1.175,1.13,0.765,0.15,4.24,2.883,43.6,0
H0707,54540966,0.4344844372177664,54,male,54 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,3,3,2,0,0,1,a non-work trip,high education,1,car is available for this trip,2,4,1,4,3,4,56,56,0,3.8,179,31.94,244.0,0.28,0.28,0.895,0.0,0.38,3.194,48.8,1
H0708,54541011,0.26643335936145884,56,female,56 years old,3250,around CHF 3250 per month,0,0,0,0,0,0,3.25,1,0,0,0,3,2,0,0,1,a non-work trip,not high education,0,car is not available for this trip,5,6,6,4,1,3,46,46,0,0.0,28,2.79,18.0,0.23,0.23,0.14,0.0,0.0,0.279,3.6,0
H0709,54541019,0.4344844372177664,56,male,56 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,0,2,3,2,0,1,0,a work trip,high education,1,car is available for this trip,5,6,1,6,3,3,226,182,44,23.8,106,13.21,78.0,1.13,0.91,0.53,0.7333333333333333,2.38,1.3210000000000002,15.6,1
H0710,54541039,0.4344844372177664,40,male,40 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,2,5,5,3,1,0,a work trip,high education,1,car is available for this trip,3,4,2,4,3,3,152,113,39,15.6,51,6.56,38.0,0.76,0.565,0.255,0.65,1.56,0.6559999999999999,7.6,1
H0711,54541041,2.6244120004410196,36,male,36 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,1,0,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,2,2,4,1,2,81,76,5,5.6,21,2.11,13.6,0.405,0.38,0.105,0.08333333333333333,0.5599999999999999,0.211,2.7199999999999998,1
H0712,56080029,0.26643335936145884,49,female,49 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,1,4,4,3,1,0,1,a non-work trip,high education,1,car is available for this trip,3,5,3,4,1,3,134,122,12,16.4,40,4.2,26.2,0.67,0.61,0.2,0.2,1.64,0.42000000000000004,5.24,1
H0713,56080065,0.26643335936145884,49,female,49 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,0,2,2,3,0,0,1,a non-work trip,high education,1,car is available for this trip,2,4,1,2,1,4,166,161,5,12.1,69,6.99,46.5,0.83,0.805,0.345,0.08333333333333333,1.21,0.6990000000000001,9.3,1
H0714,56080075,1.1100015300256885,58,male,58 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,3,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,4,2,4,4,2,147,131,16,0.0,81,10.65,70.5,0.735,0.655,0.405,0.26666666666666666,0.0,1.065,14.1,0
H0715,56080089,2.6244120004410196,37,male,37 years old,7000,around CHF 7000 per month,0,1,0,0,1,0,7.0,1,0,0,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,4,2,2,4,1,2,143,138,5,27.4,51,5.33,36.5,0.715,0.69,0.255,0.08333333333333333,2.7399999999999998,0.533,7.3,1
H0716,56080090,0.6296835007540205,36,female,36 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,1,0,0,2,4,4,2,1,0,a work trip,high education,1,car is available for this trip,4,2,3,4,2,2,201,186,15,35.4,69,9.54,71.0,1.005,0.93,0.345,0.25,3.54,0.954,14.2,1
H0717,56080130,0.6296835007540205,37,female,37 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,0,0,-1,6,4,2,0,1,a non-work trip,high education,1,car is available for this trip,5,4,1,5,1,3,39,39,0,3.8,22,2.15,15.0,0.195,0.195,0.11,0.0,0.38,0.215,3.0,0
H0718,56080130,0.6296835007540205,37,female,37 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,0,0,-1,6,4,2,0,1,a non-work trip,high education,1,car is available for this trip,5,4,1,5,1,3,94,90,4,3.3,13,1.48,10.0,0.47,0.45,0.065,0.06666666666666667,0.32999999999999996,0.148,2.0,0
H0719,56080245,0.26643335936145884,43,female,43 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,0,0,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,2,2,1,2,2,78,78,0,16.6,21,2.28,17.0,0.39,0.39,0.105,0.0,1.6600000000000001,0.22799999999999998,3.4,1
H0720,56080246,1.1100015300256885,48,male,48 years old,7000,around CHF 7000 per month,0,1,0,0,1,0,7.0,1,0,0,2,1,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,5,4,3,3,2,129,104,25,11.2,39,4.18,27.0,0.645,0.52,0.195,0.4166666666666667,1.1199999999999999,0.418,5.4,1
H0721,56080315,0.9984088205497536,45,female,45 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,1,0,2,4,4,1,1,0,a work trip,not high education,1,car is available for this trip,4,4,1,5,1,3,61,61,0,6.8,9,1.02,7.5,0.305,0.305,0.045,0.0,0.6799999999999999,0.10200000000000001,1.5,1
H0722,56080315,0.9984088205497536,45,female,45 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,1,0,2,4,4,1,0,1,a non-work trip,not high education,1,car is available for this trip,4,4,1,5,1,3,52,48,4,11.4,8,0.92,7.0,0.26,0.24,0.04,0.06666666666666667,1.1400000000000001,0.092,1.4,1
H0723,56080316,0.2960937410777467,50,male,50 years old,15000,around CHF 15000 per month,0,0,0,1,0,0,15.0,1,1,0,2,4,4,1,1,0,a work trip,not high education,1,car is available for this trip,5,4,2,5,1,4,234,187,47,67.9,100,17.12,131.0,1.17,0.935,0.5,0.7833333333333333,6.790000000000001,1.7120000000000002,26.2,1
H0724,56080325,0.9984088205497536,61,female,61 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,1,2,0,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,3,3,3,3,60,60,0,9.4,23,2.34,14.0,0.3,0.3,0.115,0.0,0.9400000000000001,0.23399999999999999,2.8,1
H0725,56080781,0.26643335936145884,47,female,47 years old,5000,around CHF 5000 per month,1,0,1,0,0,0,5.0,0,0,0,1,0,1,0,1,0,a work trip,high education,1,car is available for this trip,1,3,3,3,6,2,149,130,19,31.6,69,10.16,71.0,0.745,0.65,0.345,0.31666666666666665,3.16,1.016,14.2,1
H0726,56080782,0.26643335936145884,47,female,47 years old,5000,around CHF 5000 per month,1,0,1,0,0,0,5.0,0,0,0,1,0,1,0,1,0,a work trip,high education,1,car is available for this trip,1,3,3,3,6,2,196,151,45,35.6,73,10.68,77.0,0.98,0.755,0.365,0.75,3.56,1.068,15.4,1
H0727,56080828,1.1100015300256885,62,male,62 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,3,2,1,4,1,2,176,146,30,20.3,42,4.04,22.0,0.88,0.73,0.21,0.5,2.0300000000000002,0.404,4.4,1
H0728,56080897,1.1100015300256885,48,male,48 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,2,1,2,2,2,71,55,16,3.4,12,1.32,7.0,0.355,0.275,0.06,0.26666666666666666,0.33999999999999997,0.132,1.4,1
H0729,56080897,1.1100015300256885,48,male,48 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,2,1,2,2,2,37,37,0,3.8,16,1.59,10.0,0.185,0.185,0.08,0.0,0.38,0.159,2.0,1
H0730,56080898,0.26643335936145884,48,female,48 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,0,1,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,1,1,1,1,3,106,95,11,46.8,30,3.08,20.0,0.53,0.475,0.15,0.18333333333333332,4.68,0.308,4.0,1
H0731,56080898,0.26643335936145884,48,female,48 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,1,1,1,3,54,50,4,7.6,10,1.26,8.0,0.27,0.25,0.05,0.06666666666666667,0.76,0.126,1.6,1
H0732,70130105,1.1100015300256885,45,male,45 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,1,2,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,4,5,6,3,2,2,83,61,22,0.0,32,4.47,31.5,0.415,0.305,0.16,0.36666666666666664,0.0,0.44699999999999995,6.3,0
H0733,70130149,0.9984088205497536,53,female,53 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,0,1,2,6,4,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,4,3,3,2,3,59,59,0,8.7,22,2.32,14.5,0.295,0.295,0.11,0.0,0.8699999999999999,0.23199999999999998,2.9,0
H0734,70130294,0.2960937410777467,42,male,42 years old,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,1,0,1,1,3,3,1,0,1,a non-work trip,high education,1,car is available for this trip,3,3,2,4,2,1,283,271,12,80.2,22,2.25,15.3,1.415,1.355,0.11,0.2,8.02,0.225,3.06,1
H0735,70130349,0.26643335936145884,44,female,44 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,1,0,1,7,4,2,1,0,a work trip,high education,1,car is available for this trip,4,5,3,4,1,2,32,32,0,3.0,6,0.69,2.6,0.16,0.16,0.03,0.0,0.3,0.06899999999999999,0.52,2
H0736,70130349,0.26643335936145884,44,female,44 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,1,0,1,7,4,2,0,1,a non-work trip,high education,1,car is available for this trip,4,5,3,4,1,2,60,60,0,4.8,24,2.94,20.0,0.3,0.3,0.12,0.0,0.48,0.294,4.0,0
H0737,70130349,0.26643335936145884,44,female,44 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,1,0,1,7,4,2,0,1,a non-work trip,high education,1,car is available for this trip,4,5,3,4,1,2,32,32,0,3.0,6,0.8,4.0,0.16,0.16,0.03,0.0,0.3,0.08,0.8,2
H0738,70130388,0.2960937410777467,52,male,52 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,0,1,0,1,1,1,0,1,0,a work trip,high education,1,car is available for this trip,3,4,1,5,1,2,52,52,0,3.5,17,2.11,13.5,0.26,0.26,0.085,0.0,0.35,0.211,2.7,0
H0739,70130662,0.9984088205497536,41,female,41 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,1,3,0,1,0,a work trip,not high education,1,car is available for this trip,2,6,1,3,3,3,139,104,35,16.6,38,7.08,55.0,0.695,0.52,0.19,0.5833333333333334,1.6600000000000001,0.708,11.0,1
H0740,70130662,0.9984088205497536,41,female,41 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,1,3,0,1,0,a work trip,not high education,1,car is available for this trip,2,6,1,3,3,3,155,92,63,25.6,38,7.08,55.0,0.775,0.46,0.19,1.05,2.56,0.708,11.0,1
H0741,70130723,1.1100015300256885,55,male,55 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,0,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,2,3,2,4,2,4,59,51,8,3.9,14,1.81,9.9,0.295,0.255,0.07,0.13333333333333333,0.39,0.181,1.98,1
H0742,70130765,0.4344844372177664,40,male,40 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,0,0,1,3,1,0,1,a non-work trip,high education,1,car is available for this trip,5,1,1,5,1,5,194,178,16,0.0,113,21.22,159.0,0.97,0.89,0.565,0.26666666666666666,0.0,2.122,31.8,0
H0743,70130766,0.9239865491924742,31,female,31 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,1,0,0,1,3,1,0,1,a non-work trip,high education,1,car is available for this trip,5,2,2,3,1,4,284,254,30,0.0,180,33.0,244.0,1.42,1.27,0.9,0.5,0.0,3.3,48.8,0
H0744,70130778,0.2960937410777467,45,male,45 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,1,6,5,2,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,3,1,2,20,20,0,2.2,6,0.69,2.6,0.1,0.1,0.03,0.0,0.22000000000000003,0.06899999999999999,0.52,1
H0745,70130778,0.2960937410777467,45,male,45 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,1,6,5,2,1,0,a work trip,high education,1,car is available for this trip,2,3,2,3,1,2,20,20,0,2.2,6,0.69,2.6,0.1,0.1,0.03,0.0,0.22000000000000003,0.06899999999999999,0.52,2
H0746,70130778,0.2960937410777467,45,male,45 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,1,6,5,2,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,3,1,2,53,53,0,4.8,14,2.49,19.0,0.265,0.265,0.07,0.0,0.48,0.24900000000000003,3.8,1
H0747,70130807,0.2960937410777467,40,male,40 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,0,2,6,2,0,0,1,a non-work trip,high education,1,car is available for this trip,2,3,3,3,3,3,16,16,0,2.2,3,0.42,1.6,0.08,0.08,0.015,0.0,0.22000000000000003,0.041999999999999996,0.32,2
H0748,70130807,0.2960937410777467,40,male,40 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,0,2,6,2,0,0,1,a non-work trip,high education,1,car is available for this trip,2,3,3,3,3,3,12,12,0,2.2,2,0.49,1.2,0.06,0.06,0.01,0.0,0.22000000000000003,0.049,0.24,1
H0749,70130807,0.2960937410777467,40,male,40 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,0,2,6,2,0,0,1,a non-work trip,high education,1,car is available for this trip,2,3,3,3,3,3,20,20,0,2.2,2,0.49,1.2,0.1,0.1,0.01,0.0,0.22000000000000003,0.049,0.24,2
H0750,70130808,2.3605670058945383,34,female,34 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,2,6,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,6,3,3,2,4,186,178,8,35.6,78,13.51,100.7,0.93,0.89,0.39,0.13333333333333333,3.56,1.351,20.14,1
H0751,70130813,1.1100015300256885,57,male,57 years old,5000,around CHF 5000 per month,0,1,0,0,1,0,5.0,0,0,1,1,4,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,4,3,4,1,2,32,32,0,3.4,8,0.89,4.8,0.16,0.16,0.04,0.0,0.33999999999999997,0.089,0.96,1
H0752,70130835,0.7000658609902283,33,male,33 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,1,2,2,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,1,1,3,2,71,71,0,4.8,19,2.55,17.7,0.355,0.355,0.095,0.0,0.48,0.255,3.54,1
H0753,70130905,0.4344844372177664,44,male,44 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,1,0,1,1,4,2,0,1,a non-work trip,high education,1,car is available for this trip,4,4,6,4,2,3,96,81,15,11.8,22,3.7,23.0,0.48,0.405,0.11,0.25,1.1800000000000002,0.37,4.6,1
H0754,70130905,0.4344844372177664,44,male,44 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,1,0,1,1,4,2,1,0,a work trip,high education,1,car is available for this trip,4,4,6,4,2,3,90,83,7,11.8,22,3.7,23.0,0.45,0.415,0.11,0.11666666666666667,1.1800000000000002,0.37,4.6,1
H0755,70130947,0.4344844372177664,49,male,49 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,1,5,5,0,0,1,a non-work trip,high education,1,car is available for this trip,5,4,1,4,1,4,70,70,0,7.1,21,2.81,19.1,0.35,0.35,0.105,0.0,0.71,0.281,3.8200000000000003,0
H0756,70130947,0.4344844372177664,49,male,49 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,1,5,5,0,1,0,a work trip,high education,1,car is available for this trip,5,4,1,4,1,4,74,63,11,6.7,23,3.34,24.0,0.37,0.315,0.115,0.18333333333333332,0.67,0.33399999999999996,4.8,2
H0757,70131064,0.2960937410777467,59,male,59 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,0,0,1,1,3,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,3,3,3,2,3,48,48,0,0.0,22,2.24,14.0,0.24,0.24,0.11,0.0,0.0,0.22400000000000003,2.8,0
H0758,70140059,0.2960937410777467,59,male,59 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,0,2,2,2,0,1,0,a work trip,high education,1,car is available for this trip,3,2,2,3,2,3,96,95,1,9.6,32,4.34,30.0,0.48,0.475,0.16,0.016666666666666666,0.96,0.434,6.0,1
H0759,70140060,0.2960937410777467,59,male,59 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,0,2,2,2,0,0,1,a non-work trip,high education,1,car is available for this trip,3,2,2,3,2,3,50,50,0,4.8,18,1.89,13.0,0.25,0.25,0.09,0.0,0.48,0.189,2.6,1
H0760,70140078,0.26643335936145884,47,female,47 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,1,2,7,5,1,1,0,a work trip,not high education,1,car is available for this trip,5,5,1,4,1,4,65,62,3,0.0,30,3.21,22.0,0.325,0.31,0.15,0.05,0.0,0.321,4.4,0
H0761,70140141,0.4344844372177664,61,male,61 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,0,0,1,1,2,3,0,1,0,a work trip,high education,1,car is available for this trip,3,4,1,4,1,3,365,319,46,53.0,171,41.08,312.0,1.825,1.595,0.855,0.7666666666666667,5.3,4.108,62.4,0
H0762,70140142,0.26643335936145884,51,female,51 years old,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,0,0,1,1,2,2,0,0,1,a non-work trip,high education,1,car is available for this trip,4,2,2,5,1,3,81,81,0,10.8,31,4.2,29.0,0.405,0.405,0.155,0.0,1.08,0.42000000000000004,5.8,0
H0763,70140229,0.8717417348557711,67,male,65 or older,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,0,1,4,2,-1,0,1,a non-work trip,not high education,1,car is available for this trip,5,2,4,3,2,4,400,339,61,92.0,159,25.69,190.0,2.0,1.695,0.795,1.0166666666666666,9.2,2.569,38.0,1
H0764,70140237,0.9984088205497536,60,female,60 years old,3250,around CHF 3250 per month,0,1,0,0,0,0,3.25,1,0,0,1,0,2,0,1,0,a work trip,not high education,1,car is available for this trip,6,3,1,3,1,1,71,71,0,13.4,32,4.34,30.0,0.355,0.355,0.16,0.0,1.34,0.434,6.0,1
H0765,70140294,1.1100015300256885,47,male,47 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,1,1,3,1,0,1,0,a work trip,not high education,1,car is available for this trip,3,6,2,4,2,1,41,35,6,8.0,22,2.52,16.0,0.205,0.175,0.11,0.1,0.8,0.252,3.2,1
H0766,70140295,0.2960937410777467,40,male,40 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,0,0,1,1,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,4,2,1,4,1,4,65,63,2,19.6,38,4.99,36.0,0.325,0.315,0.19,0.03333333333333333,1.9600000000000002,0.499,7.2,0
H0767,70140295,0.2960937410777467,40,male,40 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,0,0,1,1,4,4,2,1,0,a work trip,high education,1,car is available for this trip,4,2,1,4,1,4,81,81,0,19.6,38,4.99,36.0,0.405,0.405,0.19,0.0,1.9600000000000002,0.499,7.2,0
H0768,70740007,0.26643335936145884,48,female,48 years old,3250,around CHF 3250 per month,0,0,0,0,0,0,3.25,1,0,0,1,6,4,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,1,2,1,2,107,80,27,27.6,124,14.44,108.0,0.535,0.4,0.62,0.45,2.7600000000000002,1.444,21.6,0
H0769,70740047,0.26643335936145884,57,female,57 years old,8418,around CHF 8418 per month,0,0,0,0,1,0,8.418,0,0,1,1,0,2,0,1,0,a work trip,not high education,1,car is available for this trip,4,3,2,4,3,3,254,244,10,41.8,187,35.51,261.0,1.27,1.22,0.935,0.16666666666666666,4.18,3.5509999999999997,52.2,0
H0770,70740127,0.6296835007540205,39,female,39 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,2,5,3,0,1,a non-work trip,high education,1,car is available for this trip,2,4,1,1,1,1,4,4,0,2.2,2,0.37,1.4,0.02,0.02,0.01,0.0,0.22000000000000003,0.037,0.27999999999999997,1
H0771,70740128,0.6296835007540205,39,female,39 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,0,1,2,5,3,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,2,2,1,1,115,115,0,7.0,30,3.24,17.3,0.575,0.575,0.15,0.0,0.7,0.324,3.46,1
H0772,70740135,0.6296835007540205,39,female,39 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,1,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,4,4,4,2,179,161,18,22.8,56,8.05,54.5,0.895,0.805,0.28,0.3,2.2800000000000002,0.805,10.9,1
H0773,70740171,0.26643335936145884,52,female,52 years old,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,1,0,1,2,4,3,0,0,1,a non-work trip,high education,1,car is available for this trip,4,4,2,4,1,4,92,92,0,0.0,24,2.54,13.0,0.46,0.46,0.12,0.0,0.0,0.254,2.6,1
H0774,70740172,0.4344844372177664,54,male,54 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,0,2,7,5,0,1,0,a work trip,high education,1,car is available for this trip,4,3,4,5,3,2,54,43,11,5.2,29,2.65,14.0,0.27,0.215,0.145,0.18333333333333332,0.52,0.265,2.8,0
H0775,70740182,1.1100015300256885,46,male,46 years old,7384,around CHF 7384 per month,0,1,0,0,1,0,7.384,0,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,1,3,3,4,116,78,38,10.4,40,5.88,38.0,0.58,0.39,0.2,0.6333333333333333,1.04,0.588,7.6,1
H0776,70740215,1.1100015300256885,40,male,40 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,1,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,4,2,4,2,2,57,50,7,12.4,24,2.71,15.0,0.285,0.25,0.12,0.11666666666666667,1.24,0.271,3.0,1
H0777,70740215,1.1100015300256885,40,male,40 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,1,1,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,4,2,4,2,2,63,54,9,12.4,24,2.71,15.0,0.315,0.27,0.12,0.15,1.24,0.271,3.0,1
H0778,70740299,1.1100015300256885,62,male,62 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,1,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,4,2,4,1,3,40,40,0,0.0,21,2.35,12.0,0.2,0.2,0.105,0.0,0.0,0.23500000000000001,2.4,0
H0779,70740299,1.1100015300256885,62,male,62 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,1,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,4,2,4,1,3,44,44,0,0.0,21,2.35,12.0,0.22,0.22,0.105,0.0,0.0,0.23500000000000001,2.4,0
H0780,90300005,0.2960937410777467,55,male,55 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,0,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,6,5,3,5,6,4,57,48,9,2.2,11,1.2,7.5,0.285,0.24,0.055,0.15,0.22000000000000003,0.12,1.5,2
H0781,90300011,1.1100015300256885,57,male,57 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,2,2,3,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,3,3,6,4,99,99,0,0.0,39,5.09,31.5,0.495,0.495,0.195,0.0,0.0,0.509,6.3,0
H0782,90300012,1.1100015300256885,57,male,57 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,2,2,3,0,1,0,a work trip,not high education,1,car is available for this trip,2,4,3,3,6,4,103,103,0,0.0,38,5.04,31.0,0.515,0.515,0.19,0.0,0.0,0.504,6.2,0
H0783,90300075,0.9984088205497536,48,female,48 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,1,2,3,5,-1,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,3,3,2,3,108,100,8,82.0,24,3.32,22.0,0.54,0.5,0.12,0.13333333333333333,8.2,0.33199999999999996,4.4,1
H0784,90300075,0.9984088205497536,48,female,48 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,1,2,3,5,-1,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,3,3,2,3,124,122,2,82.0,24,3.44,23.0,0.62,0.61,0.12,0.03333333333333333,8.2,0.344,4.6,1
H0785,90300088,2.3605670058945383,22,female,30 or younger,7384,around CHF 7384 per month,0,1,0,1,0,1,7.384,1,0,1,3,4,4,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,1,2,1,3,96,93,3,11.2,31,3.37,22.0,0.48,0.465,0.155,0.05,1.1199999999999999,0.337,4.4,1
H0786,90300114,0.2960937410777467,54,male,54 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,4,4,0,1,0,a work trip,high education,1,car is available for this trip,1,3,2,6,2,2,111,99,12,4.2,27,4.54,35.0,0.555,0.495,0.135,0.2,0.42000000000000004,0.454,7.0,1
H0787,90300114,0.2960937410777467,54,male,54 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,4,4,0,0,1,a non-work trip,high education,1,car is available for this trip,1,3,2,6,2,2,85,85,0,36.0,19,1.93,12.0,0.425,0.425,0.095,0.0,3.6,0.193,2.4,1
