respondent_id,source_observation_id,human_id,normalized_weight,Weight,LangCode,UrbRur,OccupStat,TripPurpose,Education,Region,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,Envir01,Envir02,Envir05,Envir06,Mobil10,Mobil11,Mobil16
H1446,1741,54440873,3.830035979742342,0.001636675,2,1,1,3,2,6,48,male,48 years old,5000,around CHF 5000 per month,0,1,0,0,1,0,5.0,0,0,0,1,2,1,0,0,1,a leisure-related trip,compulsory education,1,car is available for this trip,2,2,4,4,6,6,3
H1447,1742,54440891,3.830035979742342,0.001636675,2,1,1,1,2,6,60,male,60 years old,15000,around CHF 15000 per month,0,1,1,0,0,0,15.0,0,0,1,2,1,4,0,1,0,a work-related trip,compulsory education,1,car is available for this trip,1,2,3,5,3,4,5
H1448,1743,54440922,0.9573855529584482,0.000409116,2,1,1,3,3,6,60,male,60 years old,7000,around CHF 7000 per month,0,1,0,0,1,0,7.0,0,0,0,2,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,2,4,4,6,5,5
H1449,1745,54440949,0.9573855529584482,0.000409116,2,1,2,3,3,6,44,male,44 years old,7384,around CHF 7384 per month,0,1,0,1,0,0,7.384,1,1,0,1,4,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,3,3,5,4,5,5
H1450,1747,54440982,0.543107257288418,0.000232084,2,1,1,1,6,6,37,female,37 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,1,2,0,2,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,2,3,3,3,-1,2,1
H1451,1748,54440983,0.543107257288418,0.000232084,2,1,1,1,6,6,37,female,37 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,1,2,0,2,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,2,2,3,3,6,5,1
H1452,1749,54440987,0.2553833146722722,0.000109132,2,1,1,2,4,6,50,male,50 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,0,0,0,1,4,4,2,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,3,4,5,5,4,3,3
H1453,1750,54441060,0.8611359127752702,0.000367986,2,1,3,3,3,6,56,female,56 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,0,1,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,2,3,3,3,4,3
H1454,1751,54441126,0.2298009887184065,9.82e-05,2,1,2,3,4,6,45,female,45 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,1,2,3,3,1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,4,5,5,1,4,3
H1455,1752,54441126,0.2298009887184065,9.82e-05,2,1,2,3,4,6,45,female,45 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,1,2,3,3,1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,4,5,5,1,4,3
H1456,1753,54441127,0.9573855529584482,0.000409116,2,1,1,2,3,6,44,male,44 years old,9000,around CHF 9000 per month,0,1,0,0,1,0,9.0,1,0,1,2,3,3,1,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,3,4,3,5,2,2,3
H1457,1754,54441132,2.2635771809925926,0.000967286,2,1,1,1,3,6,31,male,31 years old,3250,around CHF 3250 per month,0,1,1,0,0,0,3.25,1,0,0,1,1,1,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,2,1,3,6,5,3
H1458,1755,54441132,2.2635771809925926,0.000967286,2,1,1,1,3,6,31,male,31 years old,3250,around CHF 3250 per month,0,1,1,0,0,0,3.25,1,0,0,1,1,1,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,2,1,3,6,5,3
H1459,1757,54540006,0.6038126284528191,0.000258025,2,2,8,2,5,6,25,male,30 or younger,15000,around CHF 15000 per month,0,0,0,0,0,1,15.0,1,0,1,2,3,4,0,1,0,a mixed work-and-leisure trip,high school education,1,car is available for this trip,5,4,2,5,6,1,4
H1460,1758,54540006,0.6038126284528191,0.000258025,2,2,8,3,5,6,25,male,30 or younger,15000,around CHF 15000 per month,0,0,0,0,0,1,15.0,1,0,1,2,3,4,0,0,1,a leisure-related trip,high school education,1,car is available for this trip,5,4,2,5,6,1,4
H1461,1759,54540010,0.8611359127752702,0.000367986,2,2,9,3,3,6,64,female,64 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,1,2,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,3,3,6,4,3
H1462,1760,54540021,0.2298009887184065,9.82e-05,2,2,2,3,4,6,-1,female,30 or younger,8418,around CHF 8418 per month,0,0,0,1,0,1,8.418,0,0,0,1,4,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,4,5,5,5
H1463,1761,54540022,0.1804241978634332,7.71e-05,2,2,2,3,4,6,-1,female,30 or younger,8418,around CHF 8418 per month,0,0,0,1,0,1,8.418,0,0,0,1,4,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,4,5,5,5
H1464,1762,54540027,0.3747464412665672,0.000160139,2,2,1,1,8,6,62,male,62 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,1,1,2,2,0,1,0,a work-related trip,university education,1,car is available for this trip,5,1,5,5,1,1,2
H1465,1763,54540059,0.9573855529584482,0.000409116,2,2,1,1,3,6,53,male,53 years old,15000,around CHF 15000 per month,0,1,0,0,0,0,15.0,1,0,1,1,0,1,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,4,4,4,5,3,4,4
H1466,1764,54540098,0.337070311751635,0.000144039,2,2,1,1,7,6,42,female,42 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,1,0,1,1,1,0,1,0,a work-related trip,university education,1,car is available for this trip,1,4,2,4,6,4,5
H1467,1765,54540107,2.0360086784578657,0.00087004,2,2,6,3,3,6,38,female,38 years old,7384,around CHF 7384 per month,0,1,0,0,0,0,7.384,0,0,0,2,6,5,3,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,4,4,4,5,4,3,3
H1468,1766,54540135,0.9573855529584482,0.000409116,2,2,1,3,3,6,55,male,55 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,0,0,0,2,3,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,3,4,5,6,4,4
H1469,1767,54540136,0.8611359127752702,0.000367986,2,2,2,3,3,6,48,female,48 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,0,1,2,3,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,3,6,3,4
H1470,1768,54540145,0.2943067346860529,0.000125765,2,2,9,3,7,6,73,male,65 or older,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,1,0,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,5,5,3,5,6,1,2
H1471,1769,54540163,0.8611359127752702,0.000367986,2,2,9,3,3,6,64,female,64 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,0,0,0,1,2,1,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,5,3,3,4,2,4,2
H1472,1770,54540164,0.8611359127752702,0.000367986,2,2,9,1,3,6,64,female,64 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,0,0,0,1,2,1,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,5,3,3,4,4,2,2
H1473,1771,54540180,2.2635771809925926,0.000967286,2,2,1,1,3,6,25,male,30 or younger,15000,around CHF 15000 per month,0,1,0,0,0,1,15.0,0,0,0,3,3,3,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,1,1,1,6,4,1
H1474,1772,54540184,0.7518844977110388,0.0003213,2,2,9,3,3,6,77,male,65 or older,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,0,2,1,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,4,4,4,6,6,6
H1475,1773,54540243,0.2553833146722722,0.000109132,2,2,1,1,4,6,64,male,64 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,2,0,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,5,3,4,3,4,1
H1476,1774,54540243,0.2553833146722722,0.000109132,2,2,1,3,4,6,64,male,64 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,2,0,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,5,3,4,3,4,1
H1477,1775,54540243,0.2553833146722722,0.000109132,2,2,1,3,4,6,64,male,64 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,2,0,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,5,3,4,3,4,1
H1478,1776,54540269,0.2005493353683038,8.57e-05,2,2,9,3,6,6,77,male,65 or older,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,0,2,0,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,4,3,2,2,4,5,3
H1479,1777,54540269,0.2005493353683038,8.57e-05,2,2,9,3,6,6,77,male,65 or older,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,0,2,0,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,4,3,2,2,4,5,3
H1480,1778,54540270,0.6762935451898376,0.000288998,2,2,6,3,3,6,75,female,65 or older,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,1,1,0,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,4,4,4,4,6,2,4
H1481,1779,54540399,0.8611359127752702,0.000367986,2,2,2,2,3,6,52,female,52 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,1,0,2,0,2,0,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,1,3,6,4,6,5,5
H1482,1780,54540400,0.9573855529584482,0.000409116,2,2,1,1,3,6,46,male,46 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,0,2,-1,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,2,4,4,6,4,4
H1483,1781,54540400,0.9573855529584482,0.000409116,2,2,1,3,3,6,46,male,46 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,0,2,-1,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,2,4,4,6,4,4
H1484,1782,54540425,2.705520520335015,0.00115614,2,2,-1,3,-1,6,-1,traveler,30 or younger,-1,unknown income,0,0,0,0,0,1,-0.001,0,0,0,-1,-1,-1,-1,0,1,a leisure-related trip,education not reported,1,car is available for this trip,-1,-1,-1,-1,-1,-1,-1
H1485,1783,54540426,0.8611359127752702,0.000367986,2,2,2,2,3,6,47,female,47 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,0,0,2,4,3,0,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,3,3,3,3,6,4,4
H1486,1784,54540426,0.8611359127752702,0.000367986,2,2,2,3,3,6,47,female,47 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,0,0,2,4,3,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,3,3,3,6,4,4
H1487,1787,54540451,0.2553833146722722,0.000109132,2,2,1,1,5,6,52,male,52 years old,15000,around CHF 15000 per month,0,0,1,0,0,0,15.0,1,0,1,4,2,4,-1,1,0,a work-related trip,high school education,1,car is available for this trip,2,2,3,4,3,3,4
H1488,1788,54540452,0.8611359127752702,0.000367986,2,2,2,2,3,6,52,female,52 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,0,0,1,4,2,4,0,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,2,2,3,4,2,2,4
H1489,1789,54540466,0.3747464412665672,0.000160139,2,2,1,2,7,6,64,male,64 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,2,2,0,1,0,a mixed work-and-leisure trip,university education,1,car is available for this trip,2,4,5,5,6,4,4
H1490,1792,54540581,0.2298009887184065,9.82e-05,2,2,2,3,6,6,56,female,56 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,0,2,2,2,0,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,4,4,5,5,1,2,4
H1491,1793,54540632,0.6038126284528191,0.000258025,2,2,1,2,6,6,31,male,31 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,2,4,2,1,0,a mixed work-and-leisure trip,applied higher education,1,car is available for this trip,1,2,3,5,4,2,4
H1492,1794,54540661,0.543107257288418,0.000232084,2,2,-1,3,-1,6,-1,traveler,30 or younger,-1,unknown income,0,0,0,0,0,1,-0.001,0,0,0,-1,-1,-1,-1,0,1,a leisure-related trip,education not reported,1,car is available for this trip,-1,-1,-1,-1,-1,-1,-1
H1493,1795,54540661,0.543107257288418,0.000232084,2,2,-1,3,-1,6,-1,traveler,30 or younger,-1,unknown income,0,0,0,0,0,1,-0.001,0,0,0,-1,-1,-1,-1,0,1,a leisure-related trip,education not reported,1,car is available for this trip,-1,-1,-1,-1,-1,-1,-1
H1494,1796,54540662,0.8611359127752702,0.000367986,2,2,1,1,3,6,55,female,55 years old,7384,around CHF 7384 per month,0,1,0,1,0,0,7.384,0,0,0,1,1,1,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,3,2,2,2
H1495,1797,54540662,0.8611359127752702,0.000367986,2,2,1,1,3,6,55,female,55 years old,7384,around CHF 7384 per month,0,1,0,1,0,0,7.384,0,0,0,1,1,1,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,3,2,2,2
H1496,1798,54540663,0.8860232194455376,0.000378621,2,2,1,1,7,6,26,male,30 or younger,9000,around CHF 9000 per month,1,0,0,0,0,1,9.0,1,0,1,1,1,1,0,1,0,a work-related trip,university education,1,car is available for this trip,1,1,4,5,6,5,2
H1497,1800,54540683,0.9573855529584482,0.000409116,2,2,1,1,3,6,54,male,54 years old,15000,around CHF 15000 per month,0,1,0,0,0,0,15.0,1,1,0,1,2,1,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,1,3,3,6,3,4
H1498,1801,54540713,0.2298009887184065,9.82e-05,2,2,2,-1,4,6,44,female,44 years old,15000,around CHF 15000 per month,0,0,0,1,0,0,15.0,0,0,1,1,7,4,2,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,5,4,5,5,2,2,3
H1499,1802,54540713,0.2298009887184065,9.82e-05,2,2,2,2,4,6,44,female,44 years old,15000,around CHF 15000 per month,0,0,0,1,0,0,15.0,0,0,1,1,7,4,2,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,5,4,5,5,2,2,3
H1500,1803,54540714,0.9573855529584482,0.000409116,2,2,1,2,3,6,47,male,47 years old,15000,around CHF 15000 per month,0,1,0,0,1,0,15.0,0,0,0,1,7,4,2,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,3,4,5,5,2,3,4
H1501,1804,54540714,0.9573855529584482,0.000409116,2,2,1,2,3,6,47,male,47 years old,15000,around CHF 15000 per month,0,1,0,0,1,0,15.0,0,0,0,1,7,4,2,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,3,4,5,5,2,3,4
H1502,1805,54540811,2.0360086784578657,0.00087004,2,2,1,2,3,6,36,female,36 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,2,4,2,0,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,2,2,4,4,3,2,4
H1503,1806,54540811,2.0360086784578657,0.00087004,2,2,1,2,3,6,36,female,36 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,2,4,2,0,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,2,2,4,4,3,2,4
H1504,1807,54540811,2.0360086784578657,0.00087004,2,2,1,3,3,6,36,female,36 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,2,4,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,2,4,4,3,2,4
H1505,1808,54540812,0.9573855529584482,0.000409116,2,2,1,2,3,6,45,male,45 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,0,0,0,2,4,2,0,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,2,2,4,4,2,1,4
H1506,1809,54540812,0.9573855529584482,0.000409116,2,2,1,3,3,6,45,male,45 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,0,0,0,2,4,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,2,4,4,2,1,4
H1507,1810,54540853,0.9573855529584482,0.000409116,2,2,1,1,3,6,55,male,55 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,3,3,1,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,4,4,4,5,5,5
H1508,1811,54540858,0.2005493353683038,8.57e-05,2,2,9,3,4,6,66,male,65 or older,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,0,1,0,2,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,4,4,5,6,4,4
H1509,1813,54540888,0.7518844977110388,0.0003213,2,2,9,1,3,6,65,male,65 or older,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,0,2,1,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,4,4,4,5,6,4,4
H1510,1814,54540917,0.2298009887184065,9.82e-05,2,2,2,1,5,6,45,female,45 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,1,0,1,5,4,2,1,0,a work-related trip,high school education,1,car is available for this trip,1,-1,3,5,2,4,3
H1511,1815,54540918,0.2553833146722722,0.000109132,2,2,2,1,5,6,50,male,50 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,1,5,4,2,1,0,a work-related trip,high school education,1,car is available for this trip,5,2,3,5,1,2,3
H1512,1816,54540918,0.2553833146722722,0.000109132,2,2,2,3,5,6,50,male,50 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,1,5,4,2,0,1,a leisure-related trip,high school education,1,car is available for this trip,5,2,3,5,1,2,3
H1513,1817,54540951,0.6762935451898376,0.000288998,2,2,9,3,3,6,73,female,65 or older,5000,around CHF 5000 per month,0,1,1,0,0,0,5.0,0,0,1,1,1,1,-1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,4,5,5,6,3,4
H1514,1818,54540955,0.8611359127752702,0.000367986,2,2,2,1,3,6,59,female,59 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,0,0,0,1,-1,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,3,3,5,3,3,3
H1515,1819,54540965,0.3747464412665672,0.000160139,2,2,1,3,7,6,54,male,54 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,3,3,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,2,4,4,5,6,4,4
H1516,1820,54540966,0.3747464412665672,0.000160139,2,2,1,3,7,6,54,male,54 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,3,3,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,2,4,4,5,6,4,4
H1517,1821,54540989,5.711897805574239,0.002440844,2,2,8,1,2,6,19,male,30 or younger,2000,around CHF 2000 per month,0,1,0,0,0,1,2.0,1,0,0,2,2,3,0,1,0,a work-related trip,compulsory education,0,car is not available for this trip,1,3,2,5,4,2,3
H1518,1822,54541011,0.2298009887184065,9.82e-05,2,2,2,3,4,6,56,female,56 years old,3250,around CHF 3250 per month,0,0,0,0,0,0,3.25,1,0,0,0,3,2,0,0,1,a leisure-related trip,vocational or secondary education,0,car is not available for this trip,5,4,4,4,6,4,2
H1519,1823,54541019,0.3747464412665672,0.000160139,2,2,1,1,7,6,56,male,56 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,0,2,3,2,0,1,0,a work-related trip,university education,1,car is available for this trip,5,4,6,4,6,5,5
H1520,1824,54541020,0.2298009887184065,9.82e-05,2,2,2,3,6,6,50,female,50 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,1,0,2,3,2,0,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,4,4,4,4,5,5,5
H1521,1825,54541020,0.2298009887184065,9.82e-05,2,2,2,1,6,6,50,female,50 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,1,0,2,3,2,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,4,4,4,4,5,5,5
H1522,1826,54541039,0.3747464412665672,0.000160139,2,2,1,1,7,6,40,male,40 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,2,5,5,3,1,0,a work-related trip,university education,1,car is available for this trip,3,4,4,4,2,1,4
H1523,1827,54541040,2.0360086784578657,0.00087004,2,2,-1,-1,-1,6,-1,traveler,30 or younger,-1,unknown income,0,0,0,0,0,1,-0.001,0,0,0,-1,-1,-1,-1,0,1,a trip with unreported purpose,education not reported,1,car is available for this trip,-1,-1,-1,-1,-1,-1,-1
H1524,1828,54541041,2.2635771809925926,0.000967286,2,2,1,2,3,6,36,male,36 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,1,0,1,0,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,1,2,4,4,4,5,4
H1525,1829,54541041,2.2635771809925926,0.000967286,2,2,1,3,3,6,36,male,36 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,1,0,1,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,2,4,4,4,5,4
H1526,1830,54541081,0.6762935451898376,0.000288998,2,2,6,3,3,6,70,female,65 or older,3250,around CHF 3250 per month,0,1,0,0,0,0,3.25,0,0,0,1,1,1,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,5,3,3,5,6,3,3
H1527,1831,54544037,0.2553833146722722,0.000109132,2,2,9,3,4,6,61,male,61 years old,15000,around CHF 15000 per month,0,0,1,0,0,0,15.0,0,0,1,2,1,1,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,4,3,5,6,5,4
H1528,1832,56080019,0.2943067346860529,0.000125765,2,1,9,3,7,6,73,male,65 or older,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,1,0,1,2,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,3,4,4,4,2,4,2
H1529,1833,56080029,0.2298009887184065,9.82e-05,2,1,1,3,6,6,49,female,49 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,1,4,4,3,1,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,3,4,4,4,2,5,3
H1530,1834,56080061,0.2553833146722722,0.000109132,2,1,1,1,5,6,59,male,59 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,0,1,1,2,-1,1,0,a work-related trip,high school education,1,car is available for this trip,4,5,6,5,6,3,4
H1531,1835,56080065,0.2298009887184065,9.82e-05,2,1,2,-1,6,6,49,female,49 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,0,2,2,3,0,0,1,a trip with unreported purpose,applied higher education,1,car is available for this trip,2,4,2,4,2,5,4
H1532,1836,56080075,0.9573855529584482,0.000409116,2,1,1,3,3,6,58,male,58 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,3,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,4,4,5,4,4,2
H1533,1838,56080089,2.2635771809925926,0.000967286,2,1,2,2,3,6,37,male,37 years old,7000,around CHF 7000 per month,0,1,0,0,1,0,7.0,1,0,0,2,4,4,2,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,4,4,4,4,4,4,4
H1534,1839,56080090,0.543107257288418,0.000232084,2,1,2,1,6,6,36,female,36 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,1,0,0,2,4,4,2,1,0,a work-related trip,applied higher education,1,car is available for this trip,4,3,4,4,4,4,4
H1535,1840,56080105,0.2298009887184065,9.82e-05,2,1,1,1,4,6,60,female,60 years old,7000,around CHF 7000 per month,0,0,1,0,0,0,7.0,1,1,0,1,2,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,5,4,5,5,6,4,2
H1536,1842,56080129,0.6038126284528191,0.000258025,2,1,2,2,5,6,37,male,37 years old,7000,around CHF 7000 per month,0,0,0,0,1,0,7.0,0,0,0,0,6,4,2,1,0,a mixed work-and-leisure trip,high school education,1,car is available for this trip,5,5,5,5,4,3,4
H1537,1843,56080130,0.543107257288418,0.000232084,2,1,2,3,6,6,37,female,37 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,0,0,-1,6,4,2,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,5,5,5,5,4,3,4
H1538,1844,56080130,0.543107257288418,0.000232084,2,1,2,3,6,6,37,female,37 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,0,0,-1,6,4,2,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,5,5,5,5,4,3,4
H1539,1845,56080176,0.6038126284528191,0.000258025,2,1,1,1,6,6,31,male,31 years old,15000,around CHF 15000 per month,1,0,0,0,1,0,15.0,1,0,0,2,2,2,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,5,5,3,5,3,5,3
H1540,1848,56080245,0.2298009887184065,9.82e-05,2,1,2,2,4,6,43,female,43 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,0,0,2,4,4,2,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,1,1,1,4,2,4,4
H1541,1850,56080246,0.9573855529584482,0.000409116,2,1,1,1,3,6,48,male,48 years old,7000,around CHF 7000 per month,0,1,0,0,1,0,7.0,1,0,0,2,1,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,1,3,5,4,4,4
H1542,1851,56080315,0.8611359127752702,0.000367986,2,1,2,1,3,6,45,female,45 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,1,0,2,4,4,1,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,4,5,5,5,1,4,2
H1543,1852,56080315,0.8611359127752702,0.000367986,2,1,2,3,3,6,45,female,45 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,1,0,2,4,4,1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,4,5,5,5,1,4,2
H1544,1853,56080316,0.2553833146722722,0.000109132,2,1,1,1,5,6,50,male,50 years old,15000,around CHF 15000 per month,0,0,0,1,0,0,15.0,1,1,0,2,4,4,1,1,0,a work-related trip,high school education,1,car is available for this trip,5,5,5,5,1,2,3
H1545,1854,56080325,0.8611359127752702,0.000367986,2,1,1,1,3,6,61,female,61 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,1,2,0,1,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,3,3,3,6,5,5
