respondent_id,human_id,TimePT,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,TimeCar_scaled,CostCarCHF_scaled,distance_km_scaled,CAR_AVAILABLE,pt_proxy,car_proxy,slow_proxy,complexity_score,complexity_rank,scenario_id
H0439,53060150,60,0,3.8,67,9.1,72.0,0.3,0.0,0.38,0.335,0.91,14.4,1,0.6799999999999999,1.245,14.4,0.6389776357827476,0.6836158192090396,S0439
H0440,53060150,72,6,3.8,116,16.28,130.0,0.36,0.1,0.38,0.58,1.628,26.0,1,0.84,2.2079999999999997,26.0,0.4222972972972973,0.3714689265536723,S0440
H0441,53060177,104,5,5.6,44,4.43,31.0,0.52,0.0833333333333333,0.5599999999999999,0.22,0.4429999999999999,6.2,1,1.163333333333333,0.6629999999999999,6.2,0.6665185514330149,0.7175141242937854,S0441
H0442,53060213,55,10,7.6,20,2.09,14.5,0.275,0.1666666666666666,0.76,0.1,0.209,2.9,1,1.2016666666666667,0.309,2.9,0.528355054596689,0.5324858757062146,S0442
H0443,53060385,38,0,7.6,14,1.75,11.0,0.19,0.0,0.76,0.07,0.175,2.2,1,0.95,0.245,2.2,0.5865102639296187,0.614406779661017,S0443
H0444,53060385,447,44,111.3,217,32.03,239.4,2.235,0.7333333333333333,11.13,1.085,3.2030000000000003,47.88,1,14.098333333333334,4.288,47.88,0.09250408559711386,0.014124293785310734,S0444
H0445,53060420,200,14,0.0,116,17.05,128.0,1.0,0.2333333333333333,0.0,0.58,1.705,25.6,1,1.2333333333333334,2.285,25.6,0.48740861088545895,0.4703389830508475,S0445
H0446,53060657,128,24,5.6,59,6.69,49.0,0.64,0.4,0.5599999999999999,0.295,0.669,9.8,1,1.6,0.964,9.8,0.6112469437652811,0.6511299435028248,S0446
H0447,53060658,111,14,5.6,47,4.74,32.0,0.555,0.2333333333333333,0.5599999999999999,0.235,0.474,6.4,1,1.3483333333333332,0.709,6.4,0.610004066693778,0.6483050847457628,S0447
H0448,54200057,62,0,0.0,22,2.18,13.5,0.31,0.0,0.0,0.11,0.218,2.7,1,0.31,0.328,2.7,0.9823182711198428,0.9915254237288136,S0448
H0449,54200069,128,0,77.8,48,5.59,35.0,0.64,0.0,7.779999999999999,0.24,0.5589999999999999,7.0,1,8.42,0.7989999999999999,7.0,0.4132231404958678,0.3559322033898305,S0449
H0450,54200070,322,30,42.2,142,25.31,206.0,1.61,0.5,4.220000000000001,0.71,2.531,41.2,1,6.330000000000001,3.241,41.2,0.2445585717779408,0.1228813559322034,S0450
H0451,54200161,269,46,21.7,86,13.7,102.0,1.345,0.7666666666666667,2.17,0.43,1.37,20.4,1,4.281666666666666,1.8,20.4,0.2872187649593107,0.17937853107344634,S0451
H0452,54200167,71,4,0.0,23,2.22,12.5,0.355,0.0666666666666666,0.0,0.115,0.222,2.5,1,0.4216666666666666,0.337,2.5,0.9219422249539029,0.9533898305084746,S0452
H0453,54200168,172,2,0.0,88,10.66,65.0,0.86,0.0333333333333333,0.0,0.44,1.066,13.0,1,0.8933333333333333,1.506,13.0,0.6200909466721786,0.6567796610169492,S0453
H0454,54200183,81,17,0.0,30,2.91,16.0,0.405,0.2833333333333333,0.0,0.15,0.291,3.2,1,0.6883333333333334,0.44099999999999995,3.2,0.8017103153393906,0.8545197740112994,S0454
H0455,54200233,64,2,3.8,21,2.09,13.0,0.32,0.0333333333333333,0.38,0.105,0.209,2.6,1,0.7333333333333333,0.314,2.6,0.7045561296383278,0.769774011299435,S0455
H0456,54200335,170,10,0.0,79,11.61,77.0,0.85,0.1666666666666666,0.0,0.395,1.161,15.4,1,1.0166666666666666,1.556,15.4,0.6496318752706799,0.693502824858757,S0456
H0457,54200342,52,0,0.0,24,2.31,12.5,0.26,0.0,0.0,0.12,0.231,2.5,1,0.26,0.351,2.5,0.9165902841429882,0.9519774011299436,S0457
H0458,54200407,89,10,3.8,34,3.21,16.0,0.445,0.1666666666666666,0.38,0.17,0.321,3.2,1,0.9916666666666666,0.491,3.2,0.6663705019991115,0.7161016949152542,S0458
H0459,54200622,46,0,3.8,24,2.38,12.3,0.23,0.0,0.38,0.12,0.238,2.46,1,0.61,0.358,2.46,0.7987220447284346,0.8531073446327684,S0459
H0460,54200662,137,8,0.0,76,9.29,67.0,0.685,0.1333333333333333,0.0,0.38,0.929,13.4,1,0.8183333333333334,1.3090000000000002,13.4,0.6708407871198568,0.7245762711864406,S0460
H0461,54200675,127,7,13.7,62,8.05,54.0,0.635,0.1166666666666666,1.37,0.31,0.805,10.8,1,2.1216666666666666,1.115,10.8,0.4983388704318937,0.4887005649717514,S0461
H0462,54200685,43,0,7.6,20,1.98,11.0,0.215,0.0,0.76,0.1,0.198,2.2,1,0.975,0.29800000000000004,2.2,0.5963029218843172,0.6271186440677966,S0462
H0463,54200749,206,13,30.5,111,19.69,144.5,1.03,0.2166666666666666,3.05,0.555,1.969,28.9,1,4.296666666666667,2.524,28.9,0.36066362106275546,0.2838983050847458,S0463
H0464,54200781,133,21,13.3,68,8.24,54.5,0.665,0.35,1.33,0.34,0.8240000000000001,10.9,1,2.345,1.1640000000000001,10.9,0.4585052728106373,0.4251412429378531,S0464
H0465,54200782,113,3,8.4,37,3.94,28.0,0.565,0.05,0.8400000000000001,0.185,0.394,5.6,1,1.455,0.579,5.6,0.5330490405117271,0.53954802259887,S0465
H0466,54200782,139,19,5.6,37,3.64,28.0,0.695,0.3166666666666666,0.5599999999999999,0.185,0.364,5.6,1,1.5716666666666663,0.5489999999999999,5.6,0.49439683586025057,0.480225988700565,S0466
H0467,54200884,158,15,0.0,68,9.93,69.0,0.79,0.25,0.0,0.34,0.993,13.8,1,1.04,1.333,13.8,0.7733952049497294,0.8389830508474576,S0467
H0468,54200981,222,2,0.0,151,26.75,197.0,1.11,0.0333333333333333,0.0,0.755,2.675,39.4,1,1.1433333333333333,3.4299999999999997,39.4,0.30425963488843816,0.2033898305084746,S0468
H0469,54201031,73,8,3.8,28,2.92,15.0,0.365,0.1333333333333333,0.38,0.14,0.292,3.0,1,0.8783333333333333,0.432,3.0,0.691403549204886,0.7443502824858758,S0469
H0470,54201091,158,17,25.8,79,10.2,71.0,0.79,0.2833333333333333,2.58,0.395,1.02,14.2,1,3.6533333333333333,1.415,14.2,0.30880082346886256,0.21045197740112995,S0470
H0471,54201194,57,0,6.1,27,1.75,9.2,0.285,0.0,0.61,0.135,0.175,1.84,0,0.895,1000000.0,1.84,0.5141388174807198,0.5141242937853108,S0471
H0472,54201201,109,6,13.0,32,3.21,21.5,0.545,0.1,1.3,0.16,0.321,4.3,1,1.945,0.481,4.3,0.40584415584415584,0.3453389830508475,S0472
H0473,54260060,142,20,10.6,72,6.22,46.0,0.71,0.3333333333333333,1.06,0.36,0.622,9.2,1,2.1033333333333335,0.982,9.2,0.4714016341923319,0.4477401129943503,S0473
H0474,54260075,151,16,40.8,29,2.68,17.0,0.755,0.2666666666666666,4.08,0.145,0.268,3.4,1,5.101666666666667,0.41300000000000003,3.4,0.3701418877236274,0.2966101694915254,S0474
H0475,54260076,156,30,14.6,70,10.13,72.0,0.78,0.5,1.46,0.35,1.013,14.4,1,2.74,1.363,14.4,0.42069835927639876,0.3672316384180791,S0475
H0476,54260136,91,13,3.8,34,3.48,18.0,0.455,0.2166666666666666,0.38,0.17,0.348,3.6,1,1.0516666666666667,0.518,3.6,0.6520321669202347,0.6949152542372882,S0476
H0477,54260175,220,14,42.8,83,10.32,65.0,1.1,0.2333333333333333,4.279999999999999,0.415,1.032,13.0,1,5.613333333333333,1.447,13.0,0.19356087489515453,0.08192090395480225,S0477
H0478,54260212,122,23,11.3,29,3.04,22.0,0.61,0.3833333333333333,1.13,0.145,0.304,4.4,1,2.123333333333333,0.44899999999999995,4.4,0.37392496572354483,0.3008474576271186,S0478
H0479,54260218,115,17,7.4,45,4.46,31.0,0.575,0.2833333333333333,0.74,0.225,0.446,6.2,1,1.5983333333333332,0.671,6.2,0.5188516084399862,0.5233050847457628,S0479
H0480,54260327,127,5,15.8,77,9.56,64.0,0.635,0.0833333333333333,1.58,0.385,0.956,12.8,1,2.2983333333333333,1.341,12.8,0.5108991825613078,0.5056497175141242,S0480
H0481,54260349,39,0,0.0,2,0.4,1.6,0.195,0.0,0.0,0.01,0.04,0.32,1,0.195,0.05,0.32,0.8888888888888888,0.9300847457627118,S0481
H0482,54260350,39,0,0.0,2,0.4,1.6,0.195,0.0,0.0,0.01,0.04,0.32,1,0.195,0.05,0.32,0.8888888888888888,0.9300847457627118,S0482
H0483,54260350,39,0,0.0,2,0.4,1.6,0.195,0.0,0.0,0.01,0.04,0.32,1,0.195,0.05,0.32,0.8888888888888888,0.9300847457627118,S0483
H0484,54260373,149,3,14.4,33,3.55,25.0,0.745,0.05,1.44,0.165,0.355,5.0,1,2.235,0.52,5.0,0.3683241252302026,0.2951977401129944,S0484
H0485,54260390,95,0,15.2,34,3.75,25.0,0.475,0.0,1.52,0.17,0.375,5.0,1,1.995,0.545,5.0,0.4081632653061224,0.3524011299435028,S0485
H0486,54260409,115,10,20.8,44,4.63,36.0,0.575,0.1666666666666666,2.08,0.22,0.4629999999999999,7.2,1,2.8216666666666668,0.6829999999999999,7.2,0.3186066270178419,0.2245762711864407,S0486
H0487,54260410,52,3,5.6,2,0.29,1.2,0.26,0.05,0.5599999999999999,0.01,0.0289999999999999,0.24,1,0.8699999999999999,0.0389999999999999,0.24,0.832639467110741,0.8785310734463276,S0487
H0488,54260556,137,7,14.4,81,9.56,66.0,0.685,0.1166666666666666,1.44,0.405,0.956,13.2,1,2.2416666666666667,1.361,13.2,0.5317263381779511,0.5353107344632768,S0488
H0489,54260567,271,46,37.4,108,14.85,104.0,1.355,0.7666666666666667,3.74,0.54,1.485,20.8,1,5.861666666666666,2.0250000000000004,20.8,0.20675396278428673,0.096045197740113,S0489
H0490,54260611,243,36,20.6,102,15.72,114.0,1.215,0.6,2.06,0.51,1.572,22.8,1,3.875,2.082,22.8,0.3580379520229144,0.2810734463276836,S0490
H0491,54260612,200,54,15.0,30,3.1,24.0,1.0,0.9,1.5,0.15,0.31,4.8,1,3.4,0.45999999999999996,4.8,0.4166666666666667,0.3587570621468927,S0491
H0492,54260750,546,93,104.8,234,38.26,289.0,2.73,1.55,10.48,1.17,3.826,57.8,1,14.760000000000002,4.996,57.8,0.09290226681531029,0.015536723163841809,S0492
H0493,54260897,117,8,25.2,68,8.1,62.0,0.585,0.1333333333333333,2.52,0.34,0.8099999999999999,12.4,1,3.2383333333333333,1.15,12.4,0.32379924446842956,0.2344632768361582,S0493
H0494,54261011,121,11,20.0,58,6.62,52.0,0.605,0.1833333333333333,2.0,0.29,0.662,10.4,1,2.788333333333333,0.952,10.4,0.35256786931484313,0.2711864406779661,S0494
H0495,54261138,86,14,7.6,30,3.04,19.0,0.43,0.2333333333333333,0.76,0.15,0.304,3.8,1,1.4233333333333333,0.45399999999999996,3.8,0.5077860528097495,0.5028248587570622,S0495
H0496,54261408,170,26,13.1,69,8.91,60.0,0.85,0.4333333333333333,1.31,0.345,0.891,12.0,1,2.5933333333333333,1.236,12.0,0.42420814479638014,0.3742937853107345,S0496
H0497,54261409,99,0,3.8,28,2.62,16.4,0.495,0.0,0.38,0.14,0.262,3.28,1,0.875,0.402,3.28,0.6788866259334692,0.7344632768361582,S0497
H0498,54261413,71,0,0.0,30,2.99,18.5,0.355,0.0,0.0,0.15,0.299,3.7,1,0.355,0.44899999999999995,3.7,0.9140767824497259,0.9505649717514124,S0498
H0499,54261566,34,0,2.8,14,0.26,2.4,0.17,0.0,0.2799999999999999,0.07,0.026,0.48,1,0.44999999999999996,0.096,0.48,0.970873786407767,0.9830508474576272,S0499
H0500,54261567,43,0,5.6,10,1.22,10.0,0.215,0.0,0.5599999999999999,0.05,0.122,2.0,1,0.7749999999999999,0.172,2.0,0.6238303181534622,0.6624293785310734,S0500
H0501,54420363,234,36,0.0,110,20.98,143.0,1.17,0.6,0.0,0.55,2.098,28.6,1,1.77,2.6479999999999997,28.6,0.5324813631522898,0.538135593220339,S0501
H0502,54420441,87,6,5.1,20,2.45,16.5,0.435,0.1,0.51,0.1,0.245,3.3,1,1.045,0.345,3.3,0.5882352941176471,0.6200564971751412,S0502
H0503,54420585,65,0,8.4,32,3.25,23.0,0.325,0.0,0.8400000000000001,0.16,0.325,4.6,1,1.165,0.485,4.6,0.5952380952380952,0.6257062146892656,S0503
H0504,54420606,185,19,80.8,135,27.38,208.0,0.925,0.3166666666666666,8.08,0.675,2.738,41.6,1,9.321666666666667,3.4130000000000003,41.6,0.14474573000096497,0.03531073446327684,S0504
H0505,54420654,122,15,14.6,25,3.24,22.0,0.61,0.25,1.46,0.125,0.324,4.4,1,2.32,0.449,4.4,0.3483106931382794,0.2655367231638418,S0505
H0506,54420840,53,0,3.4,24,2.49,12.0,0.265,0.0,0.3399999999999999,0.12,0.249,2.4,0,0.605,1000000.0,2.4,0.35778175313059035,0.2796610169491525,S0506
H0507,54420907,165,24,7.4,66,8.31,62.0,0.825,0.4,0.74,0.33,0.8310000000000001,12.4,1,1.965,1.161,12.4,0.5543237250554324,0.5677966101694916,S0507
H0508,54421043,51,0,3.8,7,0.75,3.8,0.255,0.0,0.38,0.035,0.075,0.76,1,0.635,0.11,0.76,0.8888888888888888,0.9300847457627118,S0508
H0509,54421043,53,6,3.8,10,1.2,5.3,0.265,0.1,0.38,0.05,0.12,1.06,1,0.745,0.16999999999999998,1.06,0.7604562737642586,0.8206214689265536,S0509
H0510,54421085,156,5,0.0,70,11.19,75.0,0.78,0.0833333333333333,0.0,0.35,1.119,15.0,1,0.8633333333333333,1.4689999999999999,15.0,0.6227942702927134,0.6610169491525424,S0510
H0511,54421189,57,0,3.8,14,1.52,9.5,0.285,0.0,0.38,0.07,0.152,1.9,1,0.665,0.222,1.9,0.693000693000693,0.7492937853107344,S0511
H0512,54421189,57,0,3.8,14,1.52,9.5,0.285,0.0,0.38,0.07,0.152,1.9,1,0.665,0.222,1.9,0.693000693000693,0.7492937853107344,S0512
H0513,54421192,115,3,0.0,63,8.87,62.0,0.575,0.05,0.0,0.315,0.8869999999999999,12.4,1,0.625,1.202,12.4,0.6341154090044389,0.6730225988700564,S0513
H0514,54421201,169,17,18.0,86,16.68,126.0,0.845,0.2833333333333333,1.8,0.43,1.668,25.2,1,2.9283333333333337,2.098,25.2,0.5463485703879073,0.557909604519774,S0514
H0515,54421439,110,12,0.0,52,7.65,53.0,0.55,0.2,0.0,0.26,0.765,10.6,1,0.75,1.025,10.6,0.7843137254901962,0.8488700564971752,S0515
H0516,54421440,100,6,27.2,64,8.86,58.0,0.5,0.1,2.72,0.32,0.8859999999999999,11.6,1,3.3200000000000003,1.206,11.6,0.3211303789338471,0.23022598870056496,S0516
H0517,54429999,136,49,16.1,44,4.37,26.0,0.68,0.8166666666666667,1.61,0.22,0.437,5.2,1,3.1066666666666665,0.657,5.2,0.32327586206896547,0.23163841807909605,S0517
H0518,54440058,83,5,2.8,12,1.23,9.0,0.415,0.0833333333333333,0.2799999999999999,0.06,0.123,1.8,1,0.7783333333333332,0.183,1.8,0.6268282490597576,0.6652542372881356,S0518
H0519,54440122,147,20,5.6,36,3.7,26.4,0.735,0.3333333333333333,0.5599999999999999,0.18,0.37,5.279999999999999,1,1.6283333333333334,0.55,5.279999999999999,0.4811547714514836,0.4604519774011299,S0519
H0520,54440188,131,18,7.4,46,5.09,37.0,0.655,0.3,0.74,0.23,0.509,7.4,1,1.695,0.739,7.4,0.5112474437627812,0.5070621468926554,S0520
H0521,54440235,414,98,22.9,125,20.1,151.0,2.07,1.6333333333333333,2.29,0.625,2.01,30.2,1,5.993333333333333,2.635,30.2,0.2294455066921606,0.11016949152542373,S0521
H0522,54440295,184,16,12.8,58,5.95,39.5,0.92,0.2666666666666666,1.28,0.29,0.595,7.9,1,2.466666666666667,0.885,7.9,0.3873466752743705,0.3220338983050847,S0522
H0523,54440341,90,0,9.5,34,11.89,21.5,0.45,0.0,0.95,0.17,1.189,4.3,1,1.4,1.359,4.3,0.9606147934678195,0.9752824858757062,S0523
H0524,54440366,28,0,2.8,1,0.2,0.4,0.14,0.0,0.2799999999999999,0.005,0.02,0.08,1,0.41999999999999993,0.025,0.08,0.9478672985781991,0.9703389830508474,S0524
H0525,54440426,90,0,9.3,42,4.03,24.0,0.45,0.0,0.93,0.21,0.403,4.8,1,1.3800000000000001,0.613,4.8,0.5659309564233164,0.5889830508474576,S0525
H0526,54440439,184,1,19.6,88,14.39,93.0,0.92,0.0166666666666666,1.96,0.44,1.439,18.6,0,2.8966666666666665,1000000.0,18.6,0.05986828976252245,0.007062146892655367,S0526
H0527,54440474,138,42,5.6,36,3.58,24.0,0.69,0.7,0.5599999999999999,0.18,0.358,4.8,1,1.9499999999999997,0.538,4.8,0.41459369817578773,0.3573446327683616,S0527
H0528,54440474,142,23,9.4,42,4.3,29.5,0.71,0.3833333333333333,0.94,0.21,0.43,5.9,1,2.033333333333333,0.64,5.9,0.4178272980501393,0.3601694915254237,S0528
H0529,54440475,199,39,9.4,42,4.27,30.0,0.995,0.65,0.94,0.21,0.4269999999999999,6.0,1,2.585,0.6369999999999999,6.0,0.33921302578018997,0.2542372881355932,S0529
H0530,54440508,207,41,32.0,58,7.84,59.0,1.035,0.6833333333333333,3.2,0.29,0.784,11.8,1,4.918333333333333,1.074,11.8,0.20642675290717677,0.09463276836158192,S0530
H0531,54440529,118,8,20.8,56,5.6,36.0,0.59,0.1333333333333333,2.08,0.28,0.5599999999999999,7.2,1,2.8033333333333332,0.84,7.2,0.3374578177727784,0.25,S0531
H0532,54440574,126,0,7.6,40,4.18,28.0,0.63,0.0,0.76,0.2,0.418,5.6,1,1.3900000000000001,0.618,5.6,0.564334085778781,0.5861581920903954,S0532
H0533,54440575,212,23,44.0,142,26.67,205.0,1.06,0.3833333333333333,4.4,0.71,2.6670000000000003,41.0,1,5.843333333333334,3.3770000000000002,41.0,0.2884892778151745,0.18220338983050846,S0533
H0534,54440592,218,7,18.0,69,8.15,54.0,1.09,0.1166666666666666,1.8,0.345,0.8150000000000001,10.8,1,3.006666666666667,1.1600000000000001,10.8,0.351288056206089,0.269774011299435,S0534
H0535,54440796,144,10,23.6,54,6.28,41.0,0.72,0.1666666666666666,2.3600000000000003,0.27,0.628,8.2,1,3.246666666666667,0.898,8.2,0.2986263189329086,0.19915254237288135,S0535
H0536,54440872,114,15,20.0,39,3.96,26.0,0.57,0.25,2.0,0.195,0.396,5.2,1,2.82,0.591,5.2,0.3096934035305048,0.211864406779661,S0536
H0537,54440987,171,21,40.0,81,10.5,57.5,0.855,0.35,4.0,0.405,1.05,11.5,1,5.205,1.455,11.5,0.21052631578947367,0.09887005649717515,S0537
H0538,54441127,205,11,18.9,71,9.57,59.5,1.025,0.1833333333333333,1.89,0.355,0.957,11.9,1,3.098333333333333,1.3119999999999998,11.9,0.3588946046177772,0.2824858757062147,S0538
H0539,54441132,78,0,7.6,19,1.92,11.0,0.39,0.0,0.76,0.095,0.192,2.2,1,1.15,0.28700000000000003,2.2,0.5367686527106817,0.5437853107344632,S0539
H0540,54441132,115,5,9.4,19,1.92,11.0,0.575,0.0833333333333333,0.94,0.095,0.192,2.2,1,1.5983333333333332,0.28700000000000003,2.2,0.6243496357960456,0.6638418079096046,S0540
H0541,54540006,95,12,0.0,24,2.69,12.0,0.475,0.2,0.0,0.12,0.269,2.4,1,0.675,0.389,2.4,0.7776049766718507,0.8403954802259888,S0541
H0542,54540027,108,0,0.0,93,11.12,73.0,0.54,0.0,0.0,0.465,1.112,14.6,1,0.54,1.5770000000000002,14.6,0.4909180166912126,0.4731638418079096,S0542
H0543,54540180,104,2,11.2,40,4.59,29.0,0.52,0.0333333333333333,1.12,0.2,0.4589999999999999,5.8,1,1.6733333333333333,0.6589999999999999,5.8,0.4964421644878371,0.4830508474576271,S0543
H0544,54540399,144,1,16.7,74,9.14,55.5,0.72,0.0166666666666666,1.67,0.37,0.914,11.1,1,2.4066666666666663,1.284,11.1,0.471105527638191,0.4463276836158192,S0544
H0545,54540400,127,7,7.4,46,4.89,34.0,0.635,0.1166666666666666,0.74,0.23,0.489,6.8,1,1.4916666666666667,0.719,6.8,0.564121850319669,0.5847457627118644,S0545
H0546,54540426,43,0,7.6,10,1.23,7.0,0.215,0.0,0.76,0.05,0.123,1.4,1,0.975,0.173,1.4,0.7017543859649124,0.7612994350282486,S0546
H0547,54540451,237,58,52.6,78,13.0,83.0,1.185,0.9666666666666668,5.26,0.39,1.3,16.6,1,7.411666666666667,1.69,16.6,0.148772625836846,0.03954802259887006,S0547
H0548,54540452,90,1,14.4,25,2.55,14.0,0.45,0.0166666666666666,1.44,0.125,0.255,2.8,1,1.9066666666666665,0.38,2.8,0.528169014084507,0.5310734463276836,S0548
H0549,54540466,314,44,16.5,113,13.87,97.0,1.57,0.7333333333333333,1.65,0.565,1.387,19.4,1,3.953333333333333,1.952,19.4,0.33318525099955576,0.24717514124293785,S0549
H0550,54540632,120,15,22.0,64,9.0,65.0,0.6,0.25,2.2,0.32,0.9,13.0,1,3.0500000000000003,1.22,13.0,0.35335689045936397,0.2740112994350282,S0550
H0551,54540662,33,0,3.8,10,1.13,7.0,0.165,0.0,0.38,0.05,0.1129999999999999,1.4,1,0.545,0.16299999999999992,1.4,0.723589001447178,0.7888418079096046,S0551
H0552,54540662,33,0,3.8,10,1.13,7.0,0.165,0.0,0.38,0.05,0.1129999999999999,1.4,1,0.545,0.16299999999999992,1.4,0.723589001447178,0.7888418079096046,S0552
H0553,54540663,72,2,5.6,40,3.87,24.0,0.36,0.0333333333333333,0.5599999999999999,0.2,0.387,4.8,1,0.9533333333333333,0.587,4.8,0.7318858258111735,0.7994350282485876,S0553
H0554,54540713,59,0,3.8,16,1.66,9.5,0.295,0.0,0.38,0.08,0.1659999999999999,1.9,1,0.675,0.24599999999999989,1.9,0.6997900629811056,0.7584745762711864,S0554
H0555,54540713,68,5,3.8,15,1.75,8.9,0.34,0.0833333333333333,0.38,0.075,0.175,1.78,1,0.8033333333333333,0.25,1.78,0.6437768240343348,0.6892655367231638,S0555
H0556,54540811,90,5,4.7,24,2.35,13.0,0.45,0.0833333333333333,0.47,0.12,0.235,2.6,1,1.0033333333333334,0.355,2.6,0.6066734074823054,0.6426553672316384,S0556
H0557,54540811,97,9,5.6,24,2.35,13.0,0.485,0.15,0.5599999999999999,0.12,0.235,2.6,1,1.1949999999999998,0.355,2.6,0.5434782608695653,0.5550847457627118,S0557
H0558,54540812,110,0,14.0,51,5.17,31.5,0.55,0.0,1.4,0.255,0.517,6.3,1,1.95,0.772,6.3,0.4591368227731864,0.4265536723163842,S0558
H0559,54540853,164,30,26.0,60,8.2,58.0,0.82,0.5,2.6,0.3,0.82,11.6,1,3.92,1.1199999999999999,11.6,0.2631578947368421,0.15112994350282485,S0559
H0560,54540917,193,42,20.2,74,9.47,57.0,0.965,0.7,2.02,0.37,0.947,11.4,1,3.685,1.317,11.4,0.29691211401425177,0.1963276836158192,S0560
H0561,54540918,37,0,2.2,6,0.56,3.2,0.185,0.0,0.22,0.03,0.056,0.64,1,0.405,0.086,0.64,0.8097165991902835,0.864406779661017,S0561
H0562,54541019,226,44,23.8,106,13.21,78.0,1.13,0.7333333333333333,2.38,0.53,1.3210000000000002,15.6,1,4.243333333333333,1.8510000000000002,15.6,0.29478235236317185,0.1906779661016949,S0562
H0563,54541039,152,39,15.6,51,6.56,38.0,0.76,0.65,1.56,0.255,0.6559999999999999,7.6,1,2.97,0.9109999999999999,7.6,0.3269042170644001,0.2401129943502825,S0563
H0564,54541041,81,5,5.6,21,2.11,13.6,0.405,0.0833333333333333,0.5599999999999999,0.105,0.211,2.72,1,1.0483333333333333,0.316,2.72,0.5772561092938234,0.6031073446327684,S0564
H0565,56080065,166,5,12.1,69,6.99,46.5,0.83,0.0833333333333333,1.21,0.345,0.6990000000000001,9.3,1,2.123333333333333,1.044,9.3,0.48092337287592185,0.4590395480225989,S0565
H0566,56080089,143,5,27.4,51,5.33,36.5,0.715,0.0833333333333333,2.74,0.255,0.533,7.3,1,3.5383333333333336,0.788,7.3,0.26664296506977153,0.1553672316384181,S0566
H0567,56080090,201,15,35.4,69,9.54,71.0,1.005,0.25,3.54,0.345,0.954,14.2,1,4.795,1.299,14.2,0.22241992882562275,0.10451977401129943,S0567
H0568,56080245,78,0,16.6,21,2.28,17.0,0.39,0.0,1.66,0.105,0.2279999999999999,3.4,1,2.05,0.3329999999999999,3.4,0.425531914893617,0.3771186440677966,S0568
H0569,56080246,129,25,11.2,39,4.18,27.0,0.645,0.4166666666666667,1.12,0.195,0.418,5.4,1,2.1816666666666666,0.613,5.4,0.3893070334804049,0.3234463276836158,S0569
H0570,56080315,61,0,6.8,9,1.02,7.5,0.305,0.0,0.6799999999999999,0.045,0.102,1.5,1,0.9849999999999999,0.147,1.5,0.6600660066006601,0.7033898305084746,S0570
H0571,56080316,234,47,67.9,100,17.12,131.0,1.17,0.7833333333333333,6.790000000000001,0.5,1.7120000000000002,26.2,1,8.743333333333334,2.212,26.2,0.132778613791272,0.029661016949152543,S0571
H0572,56080781,149,19,31.6,69,10.16,71.0,0.745,0.3166666666666666,3.16,0.345,1.016,14.2,1,4.221666666666667,1.361,14.2,0.2590226213089276,0.14124293785310735,S0572
H0573,56080782,196,45,35.6,73,10.68,77.0,0.98,0.75,3.56,0.365,1.068,15.4,1,5.29,1.433,15.4,0.20588840848260243,0.09322033898305085,S0573
H0574,56080828,176,30,20.3,42,4.04,22.0,0.88,0.5,2.03,0.21,0.404,4.4,1,3.4099999999999997,0.614,4.4,0.5025125628140702,0.4957627118644068,S0574
H0575,56080898,106,11,46.8,30,3.08,20.0,0.53,0.1833333333333333,4.68,0.15,0.308,4.0,1,5.393333333333333,0.45799999999999996,4.0,0.4178272980501394,0.3615819209039548,S0575
H0576,56080898,54,4,7.6,10,1.26,8.0,0.27,0.0666666666666666,0.76,0.05,0.126,1.6,1,1.0966666666666667,0.176,1.6,0.6651884700665188,0.713276836158192,S0576
H0577,70130105,83,22,0.0,32,4.47,31.5,0.415,0.3666666666666666,0.0,0.16,0.4469999999999999,6.3,1,0.7816666666666665,0.6069999999999999,6.3,0.8513053348467652,0.8997175141242938,S0577
H0578,70130149,59,0,8.7,22,2.32,14.5,0.295,0.0,0.8699999999999999,0.11,0.2319999999999999,2.9,1,1.1649999999999998,0.3419999999999999,2.9,0.5485463521667581,0.5635593220338984,S0578
H0579,70130349,32,0,3.0,6,0.69,2.6,0.16,0.0,0.3,0.03,0.0689999999999999,0.52,1,0.45999999999999996,0.0989999999999999,0.52,0.9433962264150942,0.9689265536723164,S0579
H0580,70130388,52,0,3.5,17,2.11,13.5,0.26,0.0,0.35,0.085,0.211,2.7,1,0.61,0.296,2.7,0.76103500761035,0.8220338983050848,S0580
H0581,70130662,139,35,16.6,38,7.08,55.0,0.695,0.5833333333333334,1.66,0.19,0.708,11.0,1,2.9383333333333335,0.8979999999999999,11.0,0.32891130358513315,0.2443502824858757,S0581
H0582,70130662,155,63,25.6,38,7.08,55.0,0.775,1.05,2.56,0.19,0.708,11.0,1,4.385,0.8979999999999999,11.0,0.22286605749944283,0.1059322033898305,S0582
H0583,70130723,59,8,3.9,14,1.81,9.9,0.295,0.1333333333333333,0.39,0.07,0.181,1.98,1,0.8183333333333334,0.251,1.98,0.6380263717566992,0.6807909604519774,S0583
H0584,70130765,194,16,0.0,113,21.22,159.0,0.97,0.2666666666666666,0.0,0.565,2.122,31.8,1,1.2366666666666666,2.687,31.8,0.40810774044347714,0.3502824858757062,S0584
