human_respondent_id,human_id,normalized_weight,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,TimePT,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,respondent_id,Envir01,Envir05,LifSty01,LifSty07,Mobil05,Mobil12,choice_code,choice_label,chosen_alternative_name,Choice
H0528,54440474,0.6019450605361366,39,male,39 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,0,0,0,2,5,4,2,0,1,a non-work trip,high education,1,car is available for this trip,142,23,9.4,42,4.3,29.5,0.71,0.21,0.3833333333333333,0.94,0.43,5.9,AI0528,4,5,5,5,3,5,1,B,CAR,1
H0529,54440475,0.6019450605361366,39,male,39 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,0,0,0,2,5,4,2,1,0,a work trip,high education,1,car is available for this trip,199,39,9.4,42,4.27,30.0,0.995,0.21,0.65,0.94,0.4269999999999999,6.0,AI0529,4,5,3,5,5,4,1,B,CAR,1
H0530,54440508,0.2545934244605354,48,male,48 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,0,2,4,4,1,0,1,a non-work trip,not high education,1,car is available for this trip,207,41,32.0,58,7.84,59.0,1.035,0.29,0.6833333333333333,3.2,0.784,11.8,AI0530,4,3,2,2,3,5,1,B,CAR,1
H0531,54440529,0.8584724543995766,44,female,44 years old,9000,around CHF 9000 per month,0,1,1,0,0,0,9.0,1,1,0,1,0,1,0,1,0,a work trip,not high education,1,car is available for this trip,118,8,20.8,56,5.6,36.0,0.59,0.28,0.1333333333333333,2.08,0.5599999999999999,7.2,AI0531,4,4,2,3,3,5,1,B,CAR,1
H0532,54440574,0.954424398357919,62,male,62 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,0,0,0,1,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,126,0,7.6,40,4.18,28.0,0.63,0.2,0.0,0.76,0.418,5.6,AI0532,4,3,2,3,3,2,1,B,CAR,1
H0533,54440575,0.954424398357919,62,male,62 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,0,0,0,1,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,212,23,44.0,142,26.67,205.0,1.06,0.71,0.3833333333333333,4.4,2.6670000000000003,41.0,AI0533,4,3,3,3,3,4,1,B,CAR,1
H0534,54440592,0.954424398357919,56,male,56 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,1,2,4,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,218,7,18.0,69,8.15,54.0,1.09,0.345,0.1166666666666666,1.8,0.8150000000000001,10.8,AI0534,4,4,2,3,3,5,1,B,CAR,1
H0535,54440796,2.256576028779217,37,male,37 years old,7000,around CHF 7000 per month,0,1,1,0,0,0,7.0,1,0,1,2,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,144,10,23.6,54,6.28,41.0,0.72,0.27,0.1666666666666666,2.3600000000000003,0.628,8.2,AI0535,4,4,2,3,3,5,1,B,CAR,1
H0536,54440872,3.818189834136154,48,male,48 years old,5000,around CHF 5000 per month,0,1,0,0,1,0,5.0,0,0,0,1,2,1,0,1,0,a work trip,not high education,1,car is available for this trip,114,15,20.0,39,3.96,26.0,0.57,0.195,0.25,2.0,0.396,5.2,AI0536,4,3,2,2,3,5,1,B,CAR,1
H0537,54440987,0.2545934244605354,50,male,50 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,0,0,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,171,21,40.0,81,10.5,57.5,0.855,0.405,0.35,4.0,1.05,11.5,AI0537,4,3,3,3,3,3,1,B,CAR,1
H0538,54441127,0.954424398357919,44,male,44 years old,9000,around CHF 9000 per month,0,1,0,0,1,0,9.0,1,0,1,2,3,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,205,11,18.9,71,9.57,59.5,1.025,0.355,0.1833333333333333,1.89,0.957,11.9,AI0538,4,3,2,3,3,5,1,B,CAR,1
H0539,54441132,2.256576028779217,31,male,31 years old,3250,around CHF 3250 per month,0,1,1,0,0,0,3.25,1,0,0,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,78,0,7.6,19,1.92,11.0,0.39,0.095,0.0,0.76,0.192,2.2,AI0539,4,3,2,2,3,5,1,B,CAR,1
H0540,54441132,2.256576028779217,31,male,31 years old,3250,around CHF 3250 per month,0,1,1,0,0,0,3.25,1,0,0,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,115,5,9.4,19,1.92,11.0,0.575,0.095,0.0833333333333333,0.94,0.192,2.2,AI0540,4,3,2,2,3,5,1,B,CAR,1
H0541,54540006,0.6019450605361366,25,male,30 or younger,15000,around CHF 15000 per month,0,0,0,0,0,1,15.0,1,0,1,2,3,4,0,0,1,a non-work trip,not high education,1,car is available for this trip,95,12,0.0,24,2.69,12.0,0.475,0.12,0.2,0.0,0.269,2.4,AI0541,4,3,2,2,3,5,1,B,CAR,1
H0542,54540027,0.3735873657560173,62,male,62 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,1,1,2,2,0,1,0,a work trip,high education,1,car is available for this trip,108,0,0.0,93,11.12,73.0,0.54,0.465,0.0,0.0,1.112,14.6,AI0542,4,5,5,5,3,5,1,B,CAR,1
H0543,54540180,2.256576028779217,25,male,30 or younger,15000,around CHF 15000 per month,0,1,0,0,0,1,15.0,0,0,0,3,3,3,0,1,0,a work trip,not high education,1,car is available for this trip,104,2,11.2,40,4.59,29.0,0.52,0.2,0.0333333333333333,1.12,0.4589999999999999,5.8,AI0543,4,3,2,2,3,5,1,B,CAR,1
H0544,54540399,0.8584724543995766,52,female,52 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,1,0,2,0,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,144,1,16.7,74,9.14,55.5,0.72,0.37,0.0166666666666666,1.67,0.914,11.1,AI0544,4,4,2,3,3,5,1,B,CAR,1
H0545,54540400,0.954424398357919,46,male,46 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,0,2,-1,2,0,1,0,a work trip,not high education,1,car is available for this trip,127,7,7.4,46,4.89,34.0,0.635,0.23,0.1166666666666666,0.74,0.489,6.8,AI0545,4,3,2,3,3,5,1,B,CAR,1
H0546,54540426,0.8584724543995766,47,female,47 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,0,0,2,4,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,43,0,7.6,10,1.23,7.0,0.215,0.05,0.0,0.76,0.123,1.4,AI0546,4,4,2,3,3,5,1,B,CAR,1
H0547,54540451,0.2545934244605354,52,male,52 years old,15000,around CHF 15000 per month,0,0,1,0,0,0,15.0,1,0,1,4,2,4,-1,1,0,a work trip,not high education,1,car is available for this trip,237,58,52.6,78,13.0,83.0,1.185,0.39,0.9666666666666668,5.26,1.3,16.6,AI0547,4,3,2,3,3,5,1,B,CAR,1
H0548,54540452,0.8584724543995766,52,female,52 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,0,0,1,4,2,4,0,0,1,a non-work trip,not high education,1,car is available for this trip,90,1,14.4,25,2.55,14.0,0.45,0.125,0.0166666666666666,1.44,0.255,2.8,AI0548,4,4,4,4,4,4,1,B,CAR,1
H0549,54540466,0.3735873657560173,64,male,64 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,2,2,0,0,1,a non-work trip,high education,1,car is available for this trip,314,44,16.5,113,13.87,97.0,1.57,0.565,0.7333333333333333,1.65,1.387,19.4,AI0549,4,5,5,5,3,5,1,B,CAR,1
H0550,54540632,0.6019450605361366,31,male,31 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,2,4,2,0,1,a non-work trip,high education,1,car is available for this trip,120,15,22.0,64,9.0,65.0,0.6,0.32,0.25,2.2,0.9,13.0,AI0550,4,5,2,5,3,3,1,B,CAR,1
H0551,54540662,0.8584724543995766,55,female,55 years old,7384,around CHF 7384 per month,0,1,0,1,0,0,7.384,0,0,0,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,33,0,3.8,10,1.13,7.0,0.165,0.05,0.0,0.38,0.1129999999999999,1.4,AI0551,4,5,2,2,3,3,1,B,CAR,1
H0552,54540662,0.8584724543995766,55,female,55 years old,7384,around CHF 7384 per month,0,1,0,1,0,0,7.384,0,0,0,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,33,0,3.8,10,1.13,7.0,0.165,0.05,0.0,0.38,0.1129999999999999,1.4,AI0552,4,5,2,2,3,3,1,B,CAR,1
H0553,54540663,0.8832827856419051,26,male,30 or younger,9000,around CHF 9000 per month,1,0,0,0,0,1,9.0,1,0,1,1,1,1,0,1,0,a work trip,high education,1,car is available for this trip,72,2,5.6,40,3.87,24.0,0.36,0.2,0.0333333333333333,0.5599999999999999,0.387,4.8,AI0553,4,5,3,5,3,4,1,B,CAR,1
H0554,54540713,0.2290902236010023,44,female,44 years old,15000,around CHF 15000 per month,0,0,0,1,0,0,15.0,0,0,1,1,7,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,59,0,3.8,16,1.66,9.5,0.295,0.08,0.0,0.38,0.1659999999999999,1.9,AI0554,4,3,3,3,3,4,1,B,CAR,1
H0555,54540713,0.2290902236010023,44,female,44 years old,15000,around CHF 15000 per month,0,0,0,1,0,0,15.0,0,0,1,1,7,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,68,5,3.8,15,1.75,8.9,0.34,0.075,0.0833333333333333,0.38,0.175,1.78,AI0555,4,3,3,3,3,4,1,B,CAR,1
H0556,54540811,2.029711386372872,36,female,36 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,2,4,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,90,5,4.7,24,2.35,13.0,0.45,0.12,0.0833333333333333,0.47,0.235,2.6,AI0556,4,4,4,4,4,4,1,B,CAR,1
H0557,54540811,2.029711386372872,36,female,36 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,2,4,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,97,9,5.6,24,2.35,13.0,0.485,0.12,0.15,0.5599999999999999,0.235,2.6,AI0557,4,5,2,3,5,5,1,B,CAR,1
H0558,54540812,0.954424398357919,45,male,45 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,0,0,0,2,4,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,110,0,14.0,51,5.17,31.5,0.55,0.255,0.0,1.4,0.517,6.3,AI0558,4,3,2,2,3,5,1,B,CAR,1
H0559,54540853,0.954424398357919,55,male,55 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,3,3,1,1,0,a work trip,not high education,1,car is available for this trip,164,30,26.0,60,8.2,58.0,0.82,0.3,0.5,2.6,0.82,11.6,AI0559,4,3,2,3,3,5,1,B,CAR,1
H0560,54540917,0.2290902236010023,45,female,45 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,1,0,1,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,193,42,20.2,74,9.47,57.0,0.965,0.37,0.7,2.02,0.947,11.4,AI0560,4,4,2,3,3,5,1,B,CAR,1
H0561,54540918,0.2545934244605354,50,male,50 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,0,0,1,1,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,37,0,2.2,6,0.56,3.2,0.185,0.03,0.0,0.22,0.056,0.64,AI0561,4,5,2,3,3,2,1,B,CAR,1
H0562,54541019,0.3735873657560173,56,male,56 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,0,2,3,2,0,1,0,a work trip,high education,1,car is available for this trip,226,44,23.8,106,13.21,78.0,1.13,0.53,0.7333333333333333,2.38,1.3210000000000002,15.6,AI0562,4,5,5,5,3,5,1,B,CAR,1
H0563,54541039,0.3735873657560173,40,male,40 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,2,5,5,3,1,0,a work trip,high education,1,car is available for this trip,152,39,15.6,51,6.56,38.0,0.76,0.255,0.65,1.56,0.6559999999999999,7.6,AI0563,4,5,5,5,3,5,1,B,CAR,1
H0564,54541041,2.256576028779217,36,male,36 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,1,0,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,81,5,5.6,21,2.11,13.6,0.405,0.105,0.0833333333333333,0.5599999999999999,0.211,2.72,AI0564,4,3,2,2,3,5,1,B,CAR,1
H0565,56080065,0.2290902236010023,49,female,49 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,0,2,2,3,0,0,1,a non-work trip,high education,1,car is available for this trip,166,5,12.1,69,6.99,46.5,0.83,0.345,0.0833333333333333,1.21,0.6990000000000001,9.3,AI0565,4,5,3,5,3,4,1,B,CAR,1
H0566,56080089,2.256576028779217,37,male,37 years old,7000,around CHF 7000 per month,0,1,0,0,1,0,7.0,1,0,0,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,143,5,27.4,51,5.33,36.5,0.715,0.255,0.0833333333333333,2.74,0.533,7.3,AI0566,4,3,2,2,3,5,1,B,CAR,1
H0567,56080090,0.5414274486172608,36,female,36 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,1,0,0,2,4,4,2,1,0,a work trip,high education,1,car is available for this trip,201,15,35.4,69,9.54,71.0,1.005,0.345,0.25,3.54,0.954,14.2,AI0567,4,5,5,5,5,5,1,B,CAR,1
H0568,56080245,0.2290902236010023,43,female,43 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,0,0,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,78,0,16.6,21,2.28,17.0,0.39,0.105,0.0,1.66,0.2279999999999999,3.4,AI0568,4,4,2,3,5,5,1,B,CAR,1
H0569,56080246,0.954424398357919,48,male,48 years old,7000,around CHF 7000 per month,0,1,0,0,1,0,7.0,1,0,0,2,1,4,2,1,0,a work trip,not high education,1,car is available for this trip,129,25,11.2,39,4.18,27.0,0.645,0.195,0.4166666666666667,1.12,0.418,5.4,AI0569,4,4,2,3,3,5,1,B,CAR,1
H0570,56080315,0.8584724543995766,45,female,45 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,1,0,2,4,4,1,1,0,a work trip,not high education,1,car is available for this trip,61,0,6.8,9,1.02,7.5,0.305,0.045,0.0,0.6799999999999999,0.102,1.5,AI0570,4,4,4,4,4,4,1,B,CAR,1
H0571,56080316,0.2545934244605354,50,male,50 years old,15000,around CHF 15000 per month,0,0,0,1,0,0,15.0,1,1,0,2,4,4,1,1,0,a work trip,not high education,1,car is available for this trip,234,47,67.9,100,17.12,131.0,1.17,0.5,0.7833333333333333,6.790000000000001,1.7120000000000002,26.2,AI0571,4,5,2,3,3,5,1,B,CAR,1
H0572,56080781,0.2290902236010023,47,female,47 years old,5000,around CHF 5000 per month,1,0,1,0,0,0,5.0,0,0,0,1,0,1,0,1,0,a work trip,high education,1,car is available for this trip,149,19,31.6,69,10.16,71.0,0.745,0.345,0.3166666666666666,3.16,1.016,14.2,AI0572,4,5,3,5,3,2,1,B,CAR,1
H0573,56080782,0.2290902236010023,47,female,47 years old,5000,around CHF 5000 per month,1,0,1,0,0,0,5.0,0,0,0,1,0,1,0,1,0,a work trip,high education,1,car is available for this trip,196,45,35.6,73,10.68,77.0,0.98,0.365,0.75,3.56,1.068,15.4,AI0573,4,5,3,5,3,2,1,B,CAR,1
H0574,56080828,0.954424398357919,62,male,62 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,176,30,20.3,42,4.04,22.0,0.88,0.21,0.5,2.03,0.404,4.4,AI0574,4,3,2,2,3,5,1,B,CAR,1
H0575,56080898,0.2290902236010023,48,female,48 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,0,1,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,106,11,46.8,30,3.08,20.0,0.53,0.15,0.1833333333333333,4.68,0.308,4.0,AI0575,4,4,2,3,3,5,1,B,CAR,1
H0576,56080898,0.2290902236010023,48,female,48 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,54,4,7.6,10,1.26,8.0,0.27,0.05,0.0666666666666666,0.76,0.126,1.6,AI0576,4,4,2,3,3,5,1,B,CAR,1
H0577,70130105,0.954424398357919,45,male,45 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,1,2,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,83,22,0.0,32,4.47,31.5,0.415,0.16,0.3666666666666666,0.0,0.4469999999999999,6.3,AI0577,4,4,2,3,3,5,1,B,CAR,1
H0578,70130149,0.8584724543995766,53,female,53 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,0,1,2,6,4,0,0,1,a non-work trip,not high education,1,car is available for this trip,59,0,8.7,22,2.32,14.5,0.295,0.11,0.0,0.8699999999999999,0.2319999999999999,2.9,AI0578,4,3,3,3,3,4,1,B,CAR,1
H0579,70130349,0.2290902236010023,44,female,44 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,1,0,1,7,4,2,1,0,a work trip,high education,1,car is available for this trip,32,0,3.0,6,0.69,2.6,0.16,0.03,0.0,0.3,0.0689999999999999,0.52,AI0579,4,5,4,5,5,3,1,B,CAR,1
H0580,70130388,0.2545934244605354,52,male,52 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,0,1,0,1,1,1,0,1,0,a work trip,high education,1,car is available for this trip,52,0,3.5,17,2.11,13.5,0.26,0.085,0.0,0.35,0.211,2.7,AI0580,4,5,5,5,3,5,1,B,CAR,1
H0581,70130662,0.8584724543995766,41,female,41 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,1,3,0,1,0,a work trip,not high education,1,car is available for this trip,139,35,16.6,38,7.08,55.0,0.695,0.19,0.5833333333333334,1.66,0.708,11.0,AI0581,4,3,2,2,3,5,1,B,CAR,1
H0582,70130662,0.8584724543995766,41,female,41 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,1,3,0,1,0,a work trip,not high education,1,car is available for this trip,155,63,25.6,38,7.08,55.0,0.775,0.19,1.05,2.56,0.708,11.0,AI0582,4,4,2,3,3,5,1,B,CAR,1
H0583,70130723,0.954424398357919,55,male,55 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,0,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,59,8,3.9,14,1.81,9.9,0.295,0.07,0.1333333333333333,0.39,0.181,1.98,AI0583,4,3,2,2,3,5,1,B,CAR,1
H0584,70130765,0.3735873657560173,40,male,40 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,0,0,1,3,1,0,1,a non-work trip,high education,1,car is available for this trip,194,16,0.0,113,21.22,159.0,0.97,0.565,0.2666666666666666,0.0,2.122,31.8,AI0584,4,5,5,5,3,5,1,B,CAR,1
H0585,70130778,0.2545934244605354,45,male,45 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,1,6,5,2,0,1,a non-work trip,high education,1,car is available for this trip,20,0,2.2,6,0.69,2.6,0.1,0.03,0.0,0.22,0.0689999999999999,0.52,AI0585,4,5,5,5,3,5,1,B,CAR,1
H0586,70130778,0.2545934244605354,45,male,45 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,1,6,5,2,1,0,a work trip,high education,1,car is available for this trip,20,0,2.2,6,0.69,2.6,0.1,0.03,0.0,0.22,0.0689999999999999,0.52,AI0586,4,5,3,5,3,4,1,B,CAR,1
H0587,70130807,0.2545934244605354,40,male,40 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,0,2,6,2,0,0,1,a non-work trip,high education,1,car is available for this trip,12,0,2.2,2,0.49,1.2,0.06,0.01,0.0,0.22,0.049,0.24,AI0587,4,5,5,5,3,5,1,B,CAR,1
H0588,70130807,0.2545934244605354,40,male,40 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,0,2,6,2,0,0,1,a non-work trip,high education,1,car is available for this trip,20,0,2.2,2,0.49,1.2,0.1,0.01,0.0,0.22,0.049,0.24,AI0588,4,5,5,5,5,5,1,B,CAR,1
H0589,70130808,2.029711386372872,34,female,34 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,2,6,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,186,8,35.6,78,13.51,100.7,0.93,0.39,0.1333333333333333,3.56,1.351,20.14,AI0589,4,3,2,3,3,5,1,B,CAR,1
H0590,70130813,0.954424398357919,57,male,57 years old,5000,around CHF 5000 per month,0,1,0,0,1,0,5.0,0,0,1,1,4,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,32,0,3.4,8,0.89,4.8,0.16,0.04,0.0,0.3399999999999999,0.089,0.96,AI0590,4,3,3,3,3,3,1,B,CAR,1
H0591,70130835,0.6019450605361366,33,male,33 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,1,2,2,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,71,0,4.8,19,2.55,17.7,0.355,0.095,0.0,0.48,0.255,3.54,AI0591,4,4,2,3,3,5,1,B,CAR,1
H0592,70130867,2.256576028779217,20,male,30 or younger,2000,around CHF 2000 per month,0,1,0,0,0,1,2.0,1,0,1,2,4,4,0,1,0,a work trip,not high education,1,car is available for this trip,25,0,0.0,2,0.36,1.6,0.125,0.01,0.0,0.0,0.036,0.32,AI0592,4,3,2,2,3,5,1,B,CAR,1
H0593,70130868,1.2802760802511697,18,female,30 or younger,2000,around CHF 2000 per month,0,1,0,0,0,1,2.0,1,0,1,2,4,4,0,1,0,a work trip,not high education,0,car is not available for this trip,68,0,18.0,35,3.85,27.0,0.34,0.175,0.0,1.8,0.385,5.4,AI0593,4,5,2,2,3,1,0,A,PT,0
H0594,70130905,0.3735873657560173,44,male,44 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,1,0,1,1,4,2,0,1,a non-work trip,high education,1,car is available for this trip,96,15,11.8,22,3.7,23.0,0.48,0.11,0.25,1.1800000000000002,0.37,4.6,AI0594,4,5,5,5,3,5,1,B,CAR,1
H0595,70130905,0.3735873657560173,44,male,44 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,1,0,1,1,4,2,1,0,a work trip,high education,1,car is available for this trip,90,7,11.8,22,3.7,23.0,0.45,0.11,0.1166666666666666,1.1800000000000002,0.37,4.6,AI0595,4,5,5,5,3,5,1,B,CAR,1
H0596,70130947,0.3735873657560173,49,male,49 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,1,5,5,0,0,1,a non-work trip,high education,1,car is available for this trip,70,0,7.1,21,2.81,19.1,0.35,0.105,0.0,0.71,0.281,3.82,AI0596,4,5,5,5,3,5,1,B,CAR,1
H0597,70130947,0.3735873657560173,49,male,49 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,1,5,5,0,1,0,a work trip,high education,1,car is available for this trip,74,11,6.7,23,3.34,24.0,0.37,0.115,0.1833333333333333,0.67,0.3339999999999999,4.8,AI0597,4,5,5,5,3,5,1,B,CAR,1
H0598,70130998,0.6019450605361366,23,male,30 or younger,9000,around CHF 9000 per month,0,0,0,0,0,1,9.0,0,0,1,1,4,4,0,1,0,a work trip,not high education,1,car is available for this trip,251,13,0.0,166,34.43,262.0,1.255,0.83,0.2166666666666666,0.0,3.443,52.4,AI0598,4,3,2,2,3,2,1,B,CAR,1
H0599,70131064,0.2545934244605354,59,male,59 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,0,0,1,1,3,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,48,0,0.0,22,2.24,14.0,0.24,0.11,0.0,0.0,0.224,2.8,AI0599,4,3,2,3,3,5,1,B,CAR,1
H0600,70140059,0.2545934244605354,59,male,59 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,0,2,2,2,0,1,0,a work trip,high education,1,car is available for this trip,96,1,9.6,32,4.34,30.0,0.48,0.16,0.0166666666666666,0.96,0.434,6.0,AI0600,4,5,3,5,3,4,1,B,CAR,1
H0601,70140078,0.2290902236010023,47,female,47 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,1,2,7,5,1,1,0,a work trip,not high education,1,car is available for this trip,65,3,0.0,30,3.21,22.0,0.325,0.15,0.05,0.0,0.321,4.4,AI0601,4,3,2,3,3,4,1,B,CAR,1
H0602,70140136,0.341514734451877,19,female,30 or younger,9000,around CHF 9000 per month,0,0,0,0,0,1,9.0,1,0,0,2,5,5,1,1,0,a work trip,not high education,1,car is available for this trip,64,0,10.8,28,3.91,28.0,0.32,0.14,0.0,1.08,0.391,5.6,AI0602,4,3,2,2,3,5,1,B,CAR,1
H0603,70140141,0.3735873657560173,61,male,61 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,0,0,1,1,2,3,0,1,0,a work trip,high education,1,car is available for this trip,365,46,53.0,171,41.08,312.0,1.825,0.855,0.7666666666666667,5.3,4.108,62.4,AI0603,4,5,5,5,3,5,1,B,CAR,1
H0604,70140237,0.8584724543995766,60,female,60 years old,3250,around CHF 3250 per month,0,1,0,0,0,0,3.25,1,0,0,1,0,2,0,1,0,a work trip,not high education,1,car is available for this trip,71,0,13.4,32,4.34,30.0,0.355,0.16,0.0,1.34,0.434,6.0,AI0604,4,3,2,2,3,5,1,B,CAR,1
H0605,70140294,0.954424398357919,47,male,47 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,1,1,3,1,0,1,0,a work trip,not high education,1,car is available for this trip,41,6,8.0,22,2.52,16.0,0.205,0.11,0.1,0.8,0.252,3.2,AI0605,4,3,2,3,3,2,1,B,CAR,1
H0606,70140295,0.2545934244605354,40,male,40 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,0,0,1,1,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,65,2,19.6,38,4.99,36.0,0.325,0.19,0.0333333333333333,1.96,0.499,7.2,AI0606,4,5,3,5,3,4,1,B,CAR,1
H0607,70140295,0.2545934244605354,40,male,40 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,0,0,1,1,4,4,2,1,0,a work trip,high education,1,car is available for this trip,81,0,19.6,38,4.99,36.0,0.405,0.19,0.0,1.96,0.499,7.2,AI0607,4,5,5,5,3,5,1,B,CAR,1
H0608,70740007,0.2290902236010023,48,female,48 years old,3250,around CHF 3250 per month,0,0,0,0,0,0,3.25,1,0,0,1,6,4,0,0,1,a non-work trip,not high education,1,car is available for this trip,107,27,27.6,124,14.44,108.0,0.535,0.62,0.45,2.76,1.444,21.6,AI0608,4,3,2,3,3,4,1,B,CAR,1
H0609,70740047,0.2290902236010023,57,female,57 years old,8418,around CHF 8418 per month,0,0,0,0,1,0,8.418,0,0,1,1,0,2,0,1,0,a work trip,not high education,1,car is available for this trip,254,10,41.8,187,35.51,261.0,1.27,0.935,0.1666666666666666,4.18,3.551,52.2,AI0609,4,4,2,3,3,3,1,B,CAR,1
